target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Hypothetical protein ybiA	DEG10180132	RAHY01000006	1	6650	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAHY01000006/index.html	cluster-1	t1pks	D6160_09205	Ketobacter sp. (marine metagenome)	Proteobacteria	False	False	0	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	NUFV01000030	1	1098	0	None	207	1	0.47	0.0	28.3754267746	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NUFV01000030/index.html	cluster-1	transatpks-nrps	CN907_12520	Bacillus anthracis	Firmicutes	False	False	1	0	0	0	0
Thymidylate kinase (EC 2.7.4.9)	DEG10180181	CP000158	2	5761	0	None	3	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000158_1716028_2022541/index.html	cluster-1	t1pks-otherks	ctg1_139	Hyphomonas neptunium ATCC 15444	Proteobacteria	False	False	0	0	1	1	0
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	DEG10180204	OMPD01000014	3	3527	0	None	6	2	-1.0	nan	25.7822346631	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OMPD01000014_394184_792370/index.html	cluster-1	transatpks-ladderane-otherks	ctg1_115	Aquimarina sp. AU58	Bacteroidetes	False	False	1	0	1	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	CP019636	1	6597	0	None	207	5	0.47	0.0	41.0841439231	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019636_3665966_3978815/index.html	cluster-1	t1pks	ctg1_131	Nostocales cyanobacterium HT-58-2	Cyanobacteria	False	False	0	0	0	1	0
Hypothetical ABC transporter ATP-binding protein ynjD	DEG10180300	DILR01000067	2	8999	0	None	25	2	0.54	0.0	4.43535175597	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DILR01000067/index.html	cluster-1	t1pks-nrps	ctg1_245	Anaerolineales bacterium UBA5587 (bioreactor sludge metagenome)	Chloroflexi	False	False	0	0	0	1	1
Cell division ATP-binding protein ftsE	DEG10180522	MEEU01000079	2	4134	0	None	89	8	0.46	0.0	27.070205248	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEEU01000079/index.html	cluster-1	t1pks	ABS75_26835	Pelagibacterium sp. SCN 63-23 (bioreactor metagenome)	Proteobacteria	False	False	1	0	0	1	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	CP026304	3	3548	1	[u'PEFS01000001']	49	1	0.62	0.0	12.00133131	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP026304/index.html	cluster-2	t2pks-t1pks-arylpolyene-nrps	SLUN_33575	Streptomyces lunaelactis	Actinobacteria	False	False	1	1	0	0	1
Seryl-tRNA synthetase (EC 6.1.1.11)	DEG10180145	JODF01000057	4	196	1	[u'MTKC01000003']	19	1	0.68	0.0	9.33625215522	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODF01000057/index.html	cluster-1	butyrolactone-t1pks	ctg1_10	Streptomyces sp. NRRL S-920	Actinobacteria	False	False	1	1	1	0	1
L-asparaginase II precursor (EC 3.5.1.1)	DEG10180443	JNNR01000867	1	8399	0	None	3	1	nan	nan	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JNNR01000867/index.html	cluster-1	t1pks	ctg1_125	Penicillium nordicum	Fungi	False	False	0	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	QPJT01000001	1	1118	0	None	207	1	0.47	0.0	30.5976715674	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QPJT01000001/index.html	cluster-1	t1pks-nrps	DFR58_101131	Anaerobacterium chartisolvens	Firmicutes	False	False	1	0	0	0	0
Hypothetical ABC transporter ATP-binding protein ydcT	DEG10180246	PMOW01000308	1	8763	0	None	39	1	0.71	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PMOW01000308/index.html	cluster-1	t1pks-nrps	ctg1_9	Actinobacteria bacterium (peat metagenome)	Actinobacteria	False	False	0	0	0	0	1
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	DEG10180190	CP021659	1	5407	0	None	10	1	0.07	0.87	6.59092407164	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP021659_1470533_1771822/index.html	cluster-1	t1pks	ctg1_128	Candidatus Fukatsuia symbiotica	Proteobacteria	False	False	0	0	1	0	0
Topoisomerase IV subunit B (EC 5.99.1.-)	DEG10180452	MVIH01000002	3	4412	0	None	10	2	0.5	0.67	17.8623199713	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVIH01000002/index.html	cluster-3	t1pks-terpene	BST42_06840	Mycolicibacterium rhodesiae	Actinobacteria	False	False	1	0	1	1	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	JOAA01000045	1	189	0	None	126	1	0.37	0.0	35.4277549624	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOAA01000045/index.html	cluster-1	lantipeptide-t1pks-otherks	ctg1_28	Rhodococcus rhodnii	Actinobacteria	False	False	1	0	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	AUKN01000010	0	5852	0	None	132	1	0.26	0.0	14.952012523	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUKN01000010/index.html	cluster-1	transatpks-t1pks-nrps	ctg1_10	Streptomyces sp. CNT318	Actinobacteria	False	False	0	0	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	NZ_KQ031391	0	6627	0	None	132	0	0.26	0.0	42.4074948244	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KQ031391/index.html	cluster-9	t1pks	ctg1_4241	Frankia sp. DC12	Actinobacteria	False	False	0	0	0	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	CP020569	1	7823	0	None	44	20	0.45	0.0	13.6410662444	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020569_890076_1310626/index.html	cluster-3	bacteriocin-terpene-t1pks-siderophore	ctg1_169	Streptomyces gilvosporeus	Actinobacteria	False	False	0	0	0	1	0
50S ribosomal protein L20	DEG10180287	CP025261	1	9907	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025261_2642827_2976613/index.html	cluster-1	transatpks-nrps	ctg1_120	Pseudomonas sp. 09C 129	Proteobacteria	False	False	0	0	1	0	0
Arginine repressor	DEG10180483	LZLE01000041	3	4000	10	[u'LQOR01000041', u'LQPD01000043', u'LQPF01000100', u'LQPJ01000141', u'LQPW01000174', u'LZLX01000136', u'MVHT01000018', u'NCXP01000008', u'NZ_UPHP01000058', u'PEDE01000109']	12	1	-0.03	0.79	4.35604292059	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLE01000041/index.html	cluster-1	t3pks-t1pks	A9W95_10180	Mycobacterium sp. 1423905.2	Actinobacteria	False	False	1	1	1	0	0
Peptide deformylase (EC 3.5.1.88)	DEG10180488	QMDO01000001	3	152	0	None	8	2	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QMDO01000001_1135332_1505440/index.html	cluster-1	transatpks-otherks-nrps	ctg1_153	Vallitalea guaymasensis	Firmicutes	False	False	1	0	1	1	0
Protein ycaC	DEG10180146	AJSZ01000054	1	6111	0	None	8	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AJSZ01000054/index.html	cluster-1	t1pks	STSU_01605	Streptomyces tsukubaensis NRRL18488	Actinobacteria	False	False	0	0	1	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	FUWR01000013	1	4441	0	None	44	1	0.45	0.0	13.7366946778	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FUWR01000013/index.html	cluster-1	t1pks	SAMN02745119_02384	Geobacter thiogenes	Proteobacteria	False	False	1	0	0	0	0
Oligopeptide transport ATP-binding protein oppD	DEG10180214	CCBF010000001	2	4086	0	None	42	7	0.41	0.0	16.5576021008	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CCBF010000001_3354736_3660648/index.html	cluster-1	t1pks-nrps	ctg1_132	Mycolicibacterium mageritense DSM 44476 = CIP 104973	Actinobacteria	False	False	1	0	0	1	0
Hypothetical protein ygaP	DEG10180415	HG322953	1	9145	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG322953/index.html	cluster-1	t1pks-nrps	ctg1_429	Mycolicibacterium septicum DSM 44393	Actinobacteria	False	False	0	0	1	0	0
Cell division ATP-binding protein ftsE	DEG10180522	AMBZ01000007	1	7441	0	None	89	3	0.46	0.0	9.5528539048	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AMBZ01000007/index.html	cluster-2	t1pks-nrps	PAV_7c01930	Paenibacillus alvei DSM 29	Firmicutes	False	False	0	0	0	1	0
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	DEG10180545	CP007155	4	1760	1	[u'KK037166']	10	2	1.0	nan	2.73312200461	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007155/index.html	cluster-1	t1pks-otherks	KALB_8452	Kutzneria albida DSM 43870	Actinobacteria	False	False	1	1	1	1	0
Shikimate kinase I (EC 2.7.1.71)	DEG10180518	CP016438	1	8246	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016438_9897652_10319054/index.html	cluster-3	t1pks	ctg1_245	Streptomyces lincolnensis	Actinobacteria	False	False	0	0	1	0	0
Glutamine transport system permease protein glnP	DEG10180133	CP022764	2	9592	0	None	9	3	0.1	0.87	8.53125827897	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022764_24187_690014/index.html	cluster-2	transatpks-siderophore	ctg1_373	Ralstonia solanacearum	Proteobacteria	False	False	0	0	1	1	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	AUCT01000012	2	19	0	None	126	2	0.37	0.0	25.6685972682	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AUCT01000012/index.html	cluster-1	t1pks-PUFA-otherks	ctg1_111	Desulfatibacillum aliphaticivorans DSM 15576	Proteobacteria	False	False	1	0	0	1	0
L-arabinose transport ATP-binding protein araG	DEG10180323	AEEC02000009	1	9028	0	None	12	1	0.5	0.12	7.24888392859	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AEEC02000009/index.html	cluster-1	t1pks	HFRIS_008486	Herbaspirillum frisingense GSF30	Proteobacteria	False	False	0	0	1	0	0
Protein yjgF	DEG10180597	LZHW01000087	2	9472	0	None	11	1	0.9	0.04	14.7753821507	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHW01000087/index.html	cluster-2	t1pks	A5727_16260	Mycobacterium sp. ACS4331	Actinobacteria	False	False	0	0	1	0	1
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	NZ_FOFS01000003	2	2392	1	[u'PSNW01000009']	87	0	0.28	0.0	18.2075054386	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FOFS01000003/index.html	cluster-1	t1pks-otherks	BMY12_RS05155	Solimonas aquatica	Proteobacteria	False	False	1	1	0	0	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	CDLS01000001	1	2829	0	None	25	1	0.41	0.02	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLS01000001_3778951_4373660/index.html	cluster-1	transatpks	ctg1_145	Ralstonia solanacearum	Proteobacteria	False	False	1	0	0	0	0
Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	DEG10180012	PBYS01000066	2	1437	0	None	5	1	nan	nan	9.0980392157	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PBYS01000066/index.html	cluster-1	t1pks	CML13_09215	Puniceicoccaceae bacterium (marine metagenome)	Verrucomicrobia	False	False	1	0	1	0	0
Phenylacetic acid degradation protein paaC	DEG10180238	AP017423	1	5342	0	None	21	1	0.6	0.0	4.96632996633	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP017423_894149_1195393/index.html	cluster-1	t1pks-nrps	ctg1_131	Pseudomonas sp. LAB-08	Proteobacteria	False	False	0	0	0	0	1
Crossover junction endodeoxyribonuclease ruvC (EC 3.1.22.4)	DEG10180312	FNHB01000001	2	4964	0	None	3	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNHB01000001_0_628465/index.html	cluster-1	transatpks-nrps	ctg1_90	Dendrosporobacter quercicolus	Firmicutes	False	False	1	0	1	0	0
Oligopeptide transport ATP-binding protein oppD	DEG10180214	FOVR01000009	1	9760	0	None	42	3	0.41	0.0	13.0643179982	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOVR01000009/index.html	cluster-1	t1pks	SAMN04488056_109160	Cohaesibacter marisflavi	Proteobacteria	False	False	0	0	0	1	0
30S ribosomal protein S9	DEG10180480	CP011927	1	7418	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011927_3333053_3634315/index.html	cluster-1	t1pks	ctg1_126	Labrenzia sp. CP4	Proteobacteria	False	False	0	0	1	0	0
Glutamate aspartate transport ATP-binding protein gltL	DEG10180114	CEOQ01298160	1	4448	0	None	50	1	0.05	0.64	35.3389824832	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEOQ01298160/index.html	cluster-1	t1pks	ctg1_75	marine metagenome	metagenomes	False	False	1	0	0	0	0
Cell division ATP-binding protein ftsE	DEG10180522	CP003990	3	4346	2	[u'BDGW01000004', u'OAOR01000006']	89	54	0.46	0.0	16.2199895874	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003990_6053186_6394510/index.html	cluster-1	t1pks	ctg1_145	Streptomyces sp. PAMC 26508	Actinobacteria	False	False	1	1	0	1	0
Succinyl-diaminopimelate desuccinylase (EC 3.5.1.18)	DEG10180376	JQEC01000039	2	38	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQEC01000039/index.html	cluster-1	t1pks-nrps	GAB14E_3043	Colwellia psychrerythraea	Proteobacteria	False	False	1	0	1	0	0
Protease degQ precursor (EC 3.4.21.-)	DEG10180482	CP003539	1	5725	0	None	5	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003539_1220159_1481191/index.html	cluster-1	transatpks	ctg1_71	Candidatus Endolissoclinum faulkneri L2	Proteobacteria	False	False	0	0	1	0	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	CP029342	1	7822	0	None	25	4	0.41	0.02	14.0845070422	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP029342_4830656_5131939/index.html	cluster-1	t1pks	ctg1_121	Streptomyces sp. SM18	Actinobacteria	False	False	0	0	0	1	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	FNAZ01000006	2	985	0	None	44	3	0.45	0.0	13.8802349469	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNAZ01000006/index.html	cluster-2	bacteriocin-thiopeptide-transatpks-t1pks-nrps	SAMN04488689_106114	Paenibacillus sp. cl6col	Firmicutes	False	False	1	0	0	1	0
Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	DEG10180539	CM001371	2	6159	1	[u'UGOH01000001']	2	1	nan	nan	4.29346470442	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM001371_292765_596211/index.html	cluster-2	transatpks	ctg1_127	Fluoribacter dumoffii Tex-KL	Proteobacteria	False	False	0	1	1	0	0
GTP-binding protein era	DEG10180396	DBKX01000344	2	4206	0	None	6	1	0.6	0.4	7.14520452728	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DBKX01000344/index.html	cluster-1	t1pks-nrps	ctg1_10	Lachnoclostridium sp. UBA739 (gut metagenome)	Firmicutes	False	False	1	0	1	0	0
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	DEG10180076	LIQU01000148	1	9199	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIQU01000148/index.html	cluster-1	t1pks	ctg1_4	Streptomyces kanamyceticus	Actinobacteria	False	False	0	0	1	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	CP026121	2	3585	0	None	44	16	0.45	0.0	17.3084449387	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP026121_4393505_4694779/index.html	cluster-1	t1pks-nrps	ctg1_137	Streptomyces sp. Go-475	Actinobacteria	False	False	1	0	0	1	0
Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)	DEG10180012	CEUN01168100	1	9392	0	None	5	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEUN01168100/index.html	cluster-1	t1pks	ctg1_25	marine metagenome	metagenomes	False	False	0	0	1	0	0
Phenylacetic acid degradation protein paaC	DEG10180238	KJ920751	2	8797	7	[u'CM007717', u'CP026498', u'CP031455', u'FMCI01000168', u'JOHU01000008', u'JOIZ01000015', u'JQML01000001']	21	1	0.6	0.0	15.5950426867	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KJ920751/index.html	cluster-1	t1pks-nrps	AIF33757.1	Streptomyces sp. ADM21	Actinobacteria	False	False	0	1	0	0	1
FTSH ECOLI	P0AAI3	NW_017609824	4	1737	1	[u'CP026263']	15	0	0.71	0.0	1.65028275461	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_017609824/index.html	cluster-1	t1pks	yme1l1_1	Larimichthys crocea (large yellow croaker)	Metazoa	False	False	1	1	1	0	1
Methionyl-tRNA formyltransferase (EC 2.1.2.9)	DEG10180489	MGTY01000064	1	5098	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGTY01000064/index.html	cluster-1	t1pks	A2X36_00915	Elusimicrobia bacterium GWA2_69_24 (subsurface metagenome)	Elusimicrobia	False	False	0	0	1	0	0
Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	DEG10180069	FNIX01000026	1	6660	0	None	6	1	-0.5	0.67	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNIX01000026/index.html	cluster-1	ladderane-t1pks-otherks	SAMN05421507_1268	Lentzea jiangxiensis	Actinobacteria	False	False	0	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	AB303063	1	7698	1	[u'BCMK01000005']	207	1	0.47	0.0	23.7329632377	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AB303063/index.html	cluster-1	t1pks-arylpolyene-otherks	pctV	Streptomyces pactum	Actinobacteria	False	False	0	1	0	0	0
Hypothetical ABC transporter ATP-binding protein ytfR	DEG10180596	CP000117	2	9729	0	None	17	2	0.01	0.98	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000117_3051771_3362271/index.html	cluster-1	t1pks-otherks	ctg1_144	Trichormus variabilis ATCC 29413 (Anabaena flos-aquae UTEX 1444)	Cyanobacteria	False	False	0	0	1	1	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	BAGG01000050	0	8247	0	None	26	1	0.3	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAGG01000050/index.html	cluster-1	t1pks	ctg1_7	Nocardia takedensis NBRC 100417	Actinobacteria	False	False	0	0	0	0	0
30S ribosomal protein S20	DEG10180004	LZIL01000069	3	6394	6	[u'CP028731', u'LQOY01000207', u'LZIS01000051', u'LZLQ01000015', u'LZSE01000029', u'LZSX01000025']	8	1	0.63	0.0	5.92992892618	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIL01000069/index.html	cluster-2	t1pks	A5773_23245	Mycobacterium sp. 852014-52450_SCH5900713	Actinobacteria	False	False	0	1	1	0	1
Cytochrome O ubiquinol oxidase protein cyoD	DEG10180082	MSDV01000060	1	3639	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MSDV01000060/index.html	cluster-1	t1pks	BTH42_25950	Burkholderia sp. SRS-W-2-2016	Proteobacteria	False	False	1	0	0	0	0
Hypothetical acetyltransferase yncA (EC 2.3.1.-)	DEG10180250	OOHJ01000030	1	9485	0	None	8	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OOHJ01000030/index.html	cluster-2	bacteriocin-phenazine-t1pks-otherks-nrps	KIS93_11744	Actinomadura parvosata subsp. kistnae	Actinobacteria	False	False	0	0	1	0	0
Probable transport ATP-binding protein msbA	DEG10180148	JMIB01000018	3	3252	0	None	67	2	0.51	0.0	16.5146103476	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JMIB01000018/index.html	cluster-1	t1pks-nrps	EA58_09595	Photobacterium galatheae	Proteobacteria	False	False	1	0	0	1	1
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	JTJC01000086	2	192	0	None	207	2	0.47	0.0	35.7449572043	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTJC01000086_3190355_3504657/index.html	cluster-1	t1pks-nrps	ctg1_125	Scytonema millei VB511283	Cyanobacteria	False	False	1	0	0	1	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	CP000698	3	20	4	[u'CP001124', u'DIUT01000030', u'DNJC01000006', u'MGZK01000024']	126	2	0.37	0.0	22.5373086911	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP000698/index.html	cluster-1	t1pks-otherks	Gura_2011	Geobacter uraniireducens Rf4	Proteobacteria	False	False	1	1	0	1	0
Dihydrodipicolinate synthase (EC 4.2.1.52)	DEG10180377	CP007142	3	4835	0	None	9	30	0.4	0.6	11.507775524	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007142/index.html	cluster-1	t1pks-nrps	YC6258_04521	Gynuella sunshinyii YC6258	Proteobacteria	False	False	1	0	1	1	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	FMHU01000002	1	4555	0	None	25	1	0.41	0.02	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHU01000002_1946587_2692086/index.html	cluster-1	t2pks-t1pks-nrps	ctg1_139	Micromonospora inyonensis	Actinobacteria	False	False	1	0	0	0	0
Hypothetical ABC transporter permease protein yddQ	DEG10180255	KB891274	2	3573	1	[u'LRTK01000088']	29	1	0.46	0.0	12.9164297008	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB891274/index.html	cluster-1	t1pks	ctg1_155	Frankia discariae	Actinobacteria	False	False	1	1	0	0	0
Hypothetical protein ydiI P77781 MENI ECOLI 1,4-dihydroxy-2-naphthoyl-CoA hydrolase	DEG10180281	CP022685	3	1508	0	None	4	5	nan	nan	0.85539822077	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022685_7617040_8009875/index.html	cluster-2	ladderane-t1pks-nrps	ctg1_206	Streptomyces formicae	Actinobacteria	False	False	1	0	1	1	0
Cell division ATP-binding protein ftsE	DEG10180522	PGEO01000001	2	4177	0	None	89	65	0.46	0.0	10.7722309553	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PGEO01000001_7393973_7695259/index.html	cluster-2	t1pks	ctg1_144	Streptomyces sp. 2333.5	Actinobacteria	False	False	1	0	0	1	0
UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	DEG10180016	PIWD01000025	1	9598	0	None	2	1	nan	nan	7.42847823165	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PIWD01000025/index.html	cluster-1	t1pks-nrps	ctg1_9	Gammaproteobacteria bacterium (invertebrate metagenome)	Proteobacteria	False	False	0	0	1	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	CP009288	2	2628	0	None	132	42	0.26	0.0	10.0482988376	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009288_2880216_3388219/index.html	cluster-1	transatpks-otherks	ctg1_268	Paenibacillus durus (Paenibacillus azotofixans)	Firmicutes	False	False	1	0	0	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	PQBW01000001	1	1123	0	None	207	1	0.47	0.0	18.9964672037	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PQBW01000001/index.html	cluster-1	t1pks-nrps	ctg1_36	Pseudoalteromonas sp. T1lg65	Proteobacteria	False	False	1	0	0	0	0
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	DEG10180190	NVWB01000044	2	1604	0	None	10	1	0.07	0.87	7.74500815696	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NVWB01000044/index.html	cluster-1	t1pks	COA78_10685	Blastopirellula sp. (marine metagenome)	Planctomycetes	False	False	1	0	1	0	0
Hypothetical protein yneG	DEG10180256	BAUA01000015	1	8381	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAUA01000015/index.html	cluster-1	t1pks	ctg1_77	Nocardia brasiliensis IFM 10847	Actinobacteria	False	False	0	0	1	0	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	CP020563	1	7730	0	None	26	2	0.3	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP020563/index.html	cluster-2	t1pks-nrps	B7C62_04465	Kitasatospora albolonga	Actinobacteria	False	False	0	0	0	1	0
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (gcpE)	DEG10180382	BDCM01000014	2	9944	0	None	7	2	-1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCM01000014/index.html	cluster-1	t1pks-terpene	ctg1_153	Nocardia mikamii NBRC 108933	Actinobacteria	False	False	0	0	1	1	0
