target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
Aminodeoxychorismate synthase component 1	KB889708	sp_P05041_PABB_ECOLI	97911	98335	95600	97720	cluster-1	t1pks	55939-123622	191	Streptomyces scabrisporus DSM 41855	Actinobacteria	0	-1.00	1	290502	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB889708/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	CP033430	sp_P0A725_LPXC_ECOLI	1628033	1628460	1635678	1636598	cluster-1	t1pks	1608029-1655681	7218	Burkholderia gladioli	Proteobacteria	0	-1.00	0	4171651	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP033430/index.html
Transcriptional regulatory protein WalR	KV757748	sp_Q9RDT5_WALR_STAAU	16373	16820	8008	8751	cluster-1	t1pks-otherks	1-30143	7622	Nostoc sp. KVJ20	Cyanobacteria	0	-1.00	0	30143	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV757748/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	NKQZ01000001	sp_P18335_ARGD_ECOLI	5947552	5947985	5940937	5942127	cluster-1	t3pks-t1pks	5926365-5984511	5425	Mycobacterium persicum	Actinobacteria	0	-1.00	0	6119152	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKQZ01000001_5797618_6105318/index.html
2-succinylbenzoate--CoA ligase	FMDI01000368	sp_P37353_MENE_ECOLI	13967	14099	5379	6977	cluster-1	t1pks-arylpolyene-ladderane	1-33214	6990	Streptomyces sp. DconLS	Actinobacteria	0	-1.00	0	33214	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMDI01000368/index.html
DNA polymerase III subunit alpha	FNST01000002	sp_P10443_DPO3A_ECOLI	9356408	9356486	9344413	9347943	cluster-1	t1pks-nrps	9331691-9532010	8465	Streptomyces melanosporofaciens	Actinobacteria	0	-1.00	9	10257104	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNST01000002_9206414_9848037/index.html
Proline--tRNA ligase	MAFC01000026	sp_P16659_SYP_ECOLI	97046	97468	85821	87758	cluster-1	t1pks	77038-123316	9288	Mycobacterium sp. D16R12	Actinobacteria	0	-1.00	0	127914	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAFC01000026/index.html
Elongation factor P	JH806633	sp_P0A6N4_EFP_ECOLI	711956	712230	719525	720088	cluster-1	transatpks	644446-724328	7295	Actinomyces timonensis DSM 23838	Actinobacteria	0	-1.00	0	923796	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH806633/index.html
Proline--tRNA ligase	AHBZ02000147	sp_P16659_SYP_ECOLI	130081	130508	121242	122969	cluster-1	transatpks-nrps	110063-157788	7112	Pseudoalteromonas citrea DSM 8771	Proteobacteria	0	-1.00	0	157788	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AHBZ02000147/index.html
Aminodeoxychorismate synthase component 1	QQNA01000008	sp_P05041_PABB_ECOLI	14763	15188	18447	20690	cluster-1	t1pks	1-26472	3259	Streptomyces sp. AC230	Actinobacteria	0	-1.00	1	26472	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQNA01000008/index.html
Lipoprotein signal peptidase	CP003653	sp_P00804_LSPA_ECOLI	4616962	4617369	4624768	4625244	cluster-1	t1pks	4596267-4644606	7399	Stanieria cyanosphaera PCC 7437	Cyanobacteria	0	-1.00	0	5041209	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003653_4471301_4772524/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	NKFM01000062	sp_P18335_ARGD_ECOLI	224403	224811	229382	230692	cluster-1	t1pks-terpene-nrps	150714-248139	4571	Burkholderia sp. HI2714	Proteobacteria	0	-1.00	2	425394	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKFM01000062/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	KK316609	sp_P18335_ARGD_ECOLI	1869651	1870075	1863034	1864236	cluster-1	t3pks-t1pks	1848378-1907956	5415	Mycobacterium tuberculosis TKK_03_0028	Actinobacteria	0	-1.00	0	3361027	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK316609_1732352_2033398/index.html
Serine--tRNA ligase	MBLM01000134	sp_P0A8L1_SYS_ECOLI	40013	40441	49747	51039	cluster-1	t1pks	13811-66684	9306	Frankia sp. Cc1.17	Actinobacteria	0	-1.00	0	88865	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBLM01000134/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LPFE01000058	sp_P18335_ARGD_ECOLI	116407	116815	113107	114417	cluster-1	bacteriocin-t1pks-nrps	59241-181014	1990	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	246506	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPFE01000058/index.html
Protein translocase subunit SecA	CP014960	sp_P10408_SECA_ECOLI	3475474	3475895	3484556	3487345	cluster-14	t1pks	3455471-3498449	8661	Mycobacterium abscessus	Actinobacteria	0	-1.00	0	4799801	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP014960/index.html
Aminodeoxychorismate synthase component 1	CP019724	sp_P05041_PABB_ECOLI	8030309	8030736	8035327	8037519	cluster-29	t1pks	7928479-8055006	4591	Streptomyces pactum	Actinobacteria	0	-1.00	2	8550793	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP019724/index.html
Transcriptional regulatory protein WalR	LIPD01000007	sp_Q9RDT5_WALR_STAAU	31897	32319	24127	24900	cluster-1	t1pks	11894-59609	6997	Streptomyces sp. CB02056	Actinobacteria	0	-1.00	0	780893	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPD01000007/index.html
Serine--tRNA ligase	NZ_KN039947	sp_P0A8L1_SYS_ECOLI	998680	999030	999984	1001261	cluster-6	t1pks-butyrolactone	951221-1017282	954	Streptomyces luteus	Actinobacteria	0	-1.00	0	3062555	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KN039947/index.html
Aminodeoxychorismate synthase component 2	MQUS01000060	sp_P00903_PABA_ECOLI	8240	8657	255	2147	cluster-1	t1pks	1-23904	6093	Streptomyces sp. IMTB 2501	Actinobacteria	0	-1.00	0	23904	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MQUS01000060/index.html
Aminodeoxychorismate synthase component 1	JHDU01000020	sp_P05041_PABB_ECOLI	101451	101878	98465	100636	cluster-1	lantipeptide-t1pks-nrps	10591-115111	815	Streptomyces wadayamensis	Actinobacteria	0	-1.00	1	115111	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JHDU01000020/index.html
Proline--tRNA ligase	LMXH01000001	sp_P16659_SYP_ECOLI	1987724	1988149	1994091	1995812	cluster-2	transatpks-nrps	1949753-2011122	5942	Paenibacillus sp. FJAT-26967	Firmicutes	0	-1.00	0	2299929	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMXH01000001_1833877_2299929/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LK022848	sp_P18335_ARGD_ECOLI	1554655	1555006	1557899	1559170	cluster-4	t1pks	1388291-1574510	2893	Streptomyces iranensis	Actinobacteria	0	-1.00	11	11956957	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LK022848_484213_1887177/index.html
UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	CNFZ01000046	sp_P0A749_MURA_ECOLI	14184	14455	22345	23601	cluster-1	t1pks	1-33050	7890	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	0	33050	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CNFZ01000046/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	FO203509	sp_P18335_ARGD_ECOLI	1948751	1949175	1942146	1943336	cluster-2	t3pks-t1pks	1927571-1985699	5415	Mycobacterium canettii CIPT 140070010	Actinobacteria	0	-1.00	0	4525948	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO203509_1655730_2112625/index.html
Aminodeoxychorismate synthase component 1	LUTS01000004	sp_P05041_PABB_ECOLI	201404	201845	198656	200149	cluster-1	bacteriocin-t1pks-otherks	180721-256136	1255	Neptuniibacter pectenicola	Proteobacteria	0	-1.00	1	344749	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LUTS01000004/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	NZ_MLFG01000003	sp_P0A725_LPXC_ECOLI	265841	266267	273471	274388	cluster-1	t1pks	245837-293474	7204	Burkholderia contaminans	Proteobacteria	0	-1.00	0	2281089	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLFG01000003/index.html
Serine--tRNA ligase	QLLW01000001	sp_P0A8L1_SYS_ECOLI	284712	285062	281803	283080	cluster-3	t1pks-otherks	267149-324646	1632	Streptomyces sp. PsTaAH-130	Actinobacteria	0	-1.00	1	813063	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLLW01000001/index.html
Transcriptional regulatory protein WalR	OCSW01000001	sp_Q9RDT5_WALR_STAAU	1900926	1901365	1896015	1896779	cluster-1	t1pks-otherks	1880221-1932006	4147	Streptomyces sp. OV198	Actinobacteria	0	-1.00	24	9898408	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OCSW01000001_1757480_2058892/index.html
Elongation factor P	NZ_MAFB01000002	sp_P0A6N4_EFP_ECOLI	108592	108984	101916	102479	cluster-1	t2pks-t1pks	59108-131073	6113	Mycobacterium sp. D17A2	Actinobacteria	0	-1.00	0	408289	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MAFB01000002/index.html
UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	CPHM01000007	sp_P0A749_MURA_ECOLI	14638	15061	9496	10752	cluster-1	t1pks-nrps	1-80143	3886	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	171735	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CPHM01000007/index.html
Transcriptional regulatory protein WalR	NZ_QXJM01000014	sp_Q9RDT5_WALR_STAAU	70108	70564	74363	75076	cluster-1	t1pks-otherks	43780-94031	3799	Cohnella sp. K2E09-144	Firmicutes	0	-1.00	0	109872	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QXJM01000014/index.html
Elongation factor 4	QVIG01000001	sp_P60785_LEPA_ECOLI	4275905	4276326	4269663	4271531	cluster-1	t1pks-nrps	4243527-4312417	4374	Streptomyces xanthocidicus	Actinobacteria	0	-1.00	1	8494573	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVIG01000001_3902546_4442366/index.html
Transcriptional regulatory protein WalR	NEVL01000003	sp_Q9RDT5_WALR_STAAU	702357	702779	699013	699714	cluster-1	t1pks	682353-729930	2643	Bordetella genomosp. 1	Proteobacteria	0	-1.00	3	1881466	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NEVL01000003_552365_957338/index.html
Phospho-N-acetylmuramoyl-pentapeptide-transferase	CP003284	sp_P0A6W3_MRAY_ECOLI	3718170	3718619	3728483	3729583	cluster-1	t1pks-otherks	3689335-3741461	9864	Anabaena sp. 90	Cyanobacteria	0	-1.00	0	4329264	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003284_3559521_3869538/index.html
ECF RNA polymerase sigma-E factor	MF990204	sp_P0AGB6_RPOE_ECOLI	41257	41682	38474	39838	cluster-1	t1pks-nrps	10480-89191	1419	Amycolatopsis sp	Actinobacteria	0	-1.00	1	89350	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/MF990204/index.html
ECF RNA polymerase sigma-E factor	KL575173	sp_P0AGB6_RPOE_ECOLI	24049	24408	20520	21041	cluster-1	t1pks-nrps	1-31651	3008	Streptomyces peruviensis	Actinobacteria	0	-1.00	1	31651	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL575173/index.html
Serine--tRNA ligase	CM003601	sp_P0A8L1_SYS_ECOLI	4235285	4235638	4236497	4237774	cluster-1	t1pks	4186603-4253908	859	Streptomyces anulatus	Actinobacteria	0	-1.00	2	8759578	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM003601_4056669_4759610/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	MRJE01000001	sp_P18335_ARGD_ECOLI	1876634	1876791	1870018	1871220	cluster-1	t3pks-t1pks	1855455-1913577	5414	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	0	4421068	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MRJE01000001_1727155_2027967/index.html
Elongation factor Tu 1	BAUL01000113	sp_P0CE47_EFTU1_ECOLI	13762	14187	22558	24113	cluster-1	t1pks	1-36426	8371	Byssochlamys spectabilis No. 5	Fungi	0	-1.00	0	36426	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BAUL01000113/index.html
ATP-dependent zinc metalloprotease FtsH	LUGL01000013	sp_P0AAI3_FTSH_ECOLI	29090	29515	19908	21680	cluster-1	t1pks-nrps	1-80430	7410	Elainella saxicola E1	Cyanobacteria	0	-1.00	0	114693	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LUGL01000013/index.html
Protein translocase subunit SecA	JPLW01000001	sp_P10408_SECA_ECOLI	19622	20039	8806	11133	cluster-1	t1pks-nrps	1-48236	8489	Amycolatopsis sp. MJM2582	Actinobacteria	0	-1.00	0	2111476	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPLW01000001_0_173188/index.html
Sensor protein kinase WalK	CP017781	sp_Q9RDT3_WALK_STAAU	2557525	2557941	2550757	2553117	cluster-1	t1pks	2537515-2584501	4408	Rhodobacter sp. LPB0142	Proteobacteria	0	-1.00	1	3462926	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP017781/index.html
Transcriptional regulatory protein WalR	KB899666	sp_Q9RDT5_WALR_STAAU	252583	253004	260029	260736	cluster-1	lantipeptide-transatpks-nrps	198942-285868	7025	Paenibacillus daejeonensis DSM 15491	Firmicutes	0	-1.00	0	343932	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB899666/index.html
Proline--tRNA ligase	CP012044	sp_P16659_SYP_ECOLI	3460162	3460584	3450100	3451842	cluster-11	t1pks	3440154-3486435	8320	Mycobacterium abscessus UC22	Actinobacteria	0	-1.00	0	5257136	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP012044/index.html
Elongation factor G	AP017422	sp_P0A6M8_EFG_ECOLI	114290	114726	108227	110311	cluster-1	t1pks-otherks	93644-144954	3979	Filimonas lacunae	Bacteroidetes	0	-1.00	2	7814405	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP017422_0_272068/index.html
Transcriptional regulatory protein WalR	NZ_JADG01000010	sp_Q9RDT5_WALR_STAAU	349272	349710	356850	357503	cluster-4	otherks-t1pks-nrps	298501-375420	7140	Actinomadura oligospora ATCC 43269	Actinobacteria	0	-1.00	0	441953	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JADG01000010/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	MBRD01000005	sp_P18335_ARGD_ECOLI	278793	279234	287456	288760	cluster-1	t1pks-otherks	249781-302060	8222	Nostoc sp. MBR 210	Cyanobacteria	0	-1.00	0	365882	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBRD01000005/index.html
Transcriptional regulatory protein WalR	LQIS01000006	sp_Q9RDT5_WALR_STAAU	85950	86373	80550	81308	cluster-2	t1pks	65937-111465	4642	Mycobacterium sp. GA-1285	Actinobacteria	0	-1.00	1	149997	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIS01000006/index.html
ATP-dependent zinc metalloprotease FtsH	FQ310508	sp_P0AAI3_FTSH_ECOLI	13090530	13090953	13099159	13105634	cluster-1	t1pks	13059378-13117256	8206	Dicentrarchus labrax (European seabass)	Metazoa	0	-1.00	0	14502917	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FQ310508/index.html
Transcriptional regulatory protein WalR	JNXE01000010	sp_Q9RDT5_WALR_STAAU	42284	42722	51087	51752	cluster-1	t1pks-otherks	17066-68491	8365	Streptomyces sp. NRRL F-525	Actinobacteria	0	-1.00	0	241356	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JNXE01000010/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	FOFV01000022	sp_P18335_ARGD_ECOLI	109198	109595	101240	102568	cluster-2	t1pks-nrps	88634-138266	6630	Lentzea albida	Actinobacteria	0	-1.00	0	145216	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOFV01000022/index.html
Aminodeoxychorismate synthase component 1	MPLE01000001	sp_P05041_PABB_ECOLI	1187502	1187834	1191047	1192795	cluster-1	t1pks-nrps	1011856-1201960	3213	Streptomyces viridifaciens	Actinobacteria	0	-1.00	1	1710701	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MPLE01000001_952808_1338896/index.html
Alanine racemase	CP011924	sp_P0A6B4_ALR1_ECOLI	3778511	3778926	3767876	3768958	cluster-1	t1pks-nrps	3757798-3829603	9553	Pseudoalteromonas piscicida	Proteobacteria	0	-1.00	0	4253475	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011924/index.html
Transcriptional regulatory protein WalR	AUWR01000061	sp_Q9RDT5_WALR_STAAU	24069	24492	22481	23164	cluster-1	t1pks-nrps	3358-38485	905	Mycobacterium sp. UM_WGJ	Actinobacteria	0	-1.00	1	38485	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUWR01000061/index.html
Histidinol-phosphate aminotransferase	CDLW01000001	sp_P06986_HIS8_ECOLI	4299545	4299981	4309542	4310672	cluster-2	transatpks	4262416-4328513	9561	Ralstonia solanacearum	Proteobacteria	0	-1.00	2	5479463	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_4147714_4448973/index.html
Aminodeoxychorismate synthase component 1	CP004370	sp_P05041_PABB_ECOLI	6697081	6697508	6701794	6703965	cluster-1	lantipeptide-t1pks-nrps	6613274-6838639	4286	Streptomyces albus J1074	Actinobacteria	0	-1.00	2	6841649	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP004370_6613273_6841649/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LZKF01000258	sp_P18335_ARGD_ECOLI	88155	88579	81635	82834	cluster-1	t3pks-t1pks	67006-125056	5321	Mycobacterium sp. E2238	Actinobacteria	0	-1.00	0	128816	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKF01000258/index.html
ATP-dependent Clp protease proteolytic subunit	LK021337	sp_P0A6G7_CLPP_ECOLI	322176	322599	317998	318597	cluster-2	t1pks-nrps	302164-361312	3579	Mycolicibacterium neoaurum	Actinobacteria	0	-1.00	2	1753661	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LK021337_177144_478424/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	CP002580	sp_P0A725_LPXC_ECOLI	737670	738097	745264	746187	cluster-1	t1pks	717666-765267	7167	Burkholderia glumae PG1	Proteobacteria	0	-1.00	0	4163767	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP002580_587678_888952/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LPJH01000050	sp_P18335_ARGD_ECOLI	72426	72834	77464	78774	cluster-1	transatpks-t1pks-nrps	10885-170602	4630	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	309806	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPJH01000050/index.html
Aminodeoxychorismate synthase component 1	JOGU01000015	sp_P05041_PABB_ECOLI	16454	16881	21162	23333	cluster-1	lantipeptide-t1pks-nrps	1-120995	4281	Streptomyces griseus subsp. griseus	Actinobacteria	0	-1.00	1	120995	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOGU01000015/index.html
Transcriptional regulatory protein WalR	LT629775	sp_Q9RDT5_WALR_STAAU	7988438	7988850	7982397	7983116	cluster-1	t1pks	7968419-8037434	5322	Streptomyces sp. TLI_053	Actinobacteria	0	-1.00	0	9900053	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT629775/index.html
Na(+)-translocating NADH-quinone reductase subunit F	MDGR01000007	sp_Q75R59_NQRF_VIBAN	3358063	3358491	3353342	3354649	cluster-2	t1pks	3338058-3385224	3414	Reichenbachiella sp. 5M10	Bacteroidetes	0	-1.00	1	4630784	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MDGR01000007_2749470_3509353/index.html
Elongation factor Tu 1	CP031455	sp_P0CE47_EFTU1_ECOLI	2175325	2175750	2171438	2172562	cluster-1	terpene-blactam-t1pks-otherks-nrps	2117531-2290166	2763	Streptomyces olivoreticuli subsp. olivoreticuli	Actinobacteria	0	-1.00	2	8809793	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031455_1996626_2771982/index.html
Transcriptional regulatory protein WalR	QGGL01000005	sp_Q9RDT5_WALR_STAAU	188740	189164	182046	182768	cluster-1	t1pks-nrps	167643-214734	5972	Tumebacillus permanentifrigoris	Firmicutes	0	-1.00	0	281223	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QGGL01000005/index.html
Elongation factor Tu 1	CP016279	sp_P0CE47_EFTU1_ECOLI	7659244	7659288	7656108	7657280	cluster-1	t1pks-otherks	7616455-7668170	1964	Streptomyces griseochromogenes	Actinobacteria	0	-1.00	3	10764674	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016279_7489686_7795986/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	LOWB01000076	sp_P0A725_LPXC_ECOLI	134479	134905	133570	134478	cluster-1	t1pks	114475-153292	1	Burkholderia sp. TSV86	Proteobacteria	0	-1.00	1	153292	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOWB01000076/index.html
Transcriptional regulatory protein WalR	CP021121	sp_Q9RDT5_WALR_STAAU	4920191	4920615	4919450	4920127	cluster-7	t1pks	4900156-4971682	64	Streptomyces sp. SCSIO 03032	Actinobacteria	0	-1.00	4	6287975	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021121/index.html
Acetylornithine/succinyldiaminopimelate aminotransferase	LQOX01000055	sp_P18335_ARGD_ECOLI	204405	204805	197786	198976	cluster-2	t3pks-t1pks	183218-238130	5429	Mycobacterium gastri	Actinobacteria	0	-1.00	0	238130	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOX01000055/index.html
beta-lactamase	RCOL01000001	beta_lactamase	7876458	7876873	7865669	7866625	cluster-2	thiopeptide-t1pks-nrps	7846639-7900241	9833	Streptomyces sp. CBMAI 2042	Actinobacteria	0	-1.00	0	7900241	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RCOL01000001_7734901_7900241/index.html
GMP synthase [glutamine-hydrolyzing]	RAWL01000102	sp_P04079_GUAA_ECOLI	13484	13905	2763	4316	cluster-1	t1pks-nrps	1-22583	9168	Corallococcus sp. AB049A	Proteobacteria	0	-1.00	0	22583	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWL01000102/index.html
UDP-3-O-acyl-N-acetylglucosamine deacetylase	ABYL01000055	sp_P0A725_LPXC_ECOLI	30247	30676	37907	38821	cluster-1	t1pks	10243-42845	7231	Burkholderia sp. H160	Proteobacteria	0	-1.00	0	42845	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ABYL01000055/index.html
Pyruvate dehydrogenase [ubiquinone]	QOIM01000046	sp_P07003_POXB_ECOLI	29866	30109	36649	38454	cluster-1	t1pks-nrps	1-48084	6540	Streptomyces sp. LHW50302	Actinobacteria	0	-1.00	0	129601	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QOIM01000046/index.html
Aspartate--tRNA ligase	JWJJ01000001	sp_P21889_SYD_ECOLI	1578815	1579248	1574112	1575890	cluster-1	transatpks	1557812-1589936	2925	Paenibacillus polymyxa A18	Firmicutes	0	-1.00	2	1589936	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JWJJ01000001_1428472_1589936/index.html
D-alanine-D-alanine ligase B	MPOI01000001	sp_P07862_DDLB_ECOLI	1136716	1137142	1133098	1134087	cluster-2	t1pks-nrps	1116704-1169989	2629	Archangium sp. Cb G35	Proteobacteria	0	-1.00	2	1567116	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MPOI01000001_986734_1288017/index.html
Lon protease	UBWZ01000010	sp_P0A9M0_LON_ECOLI	207533	207953	197910	200330	cluster-1	t1pks	187531-230793	7203	Rhizobiales bacterium	Proteobacteria	0	-1.00	0	230793	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UBWZ01000010/index.html
Transcriptional regulatory protein WalR	PCOQ01000012	sp_Q9RDT5_WALR_STAAU	51526	51948	47872	48573	cluster-1	t1pks	31522-79141	2953	Achromobacter sp. MYb9	Proteobacteria	0	-1.00	1	170528	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PCOQ01000012/index.html
ECF RNA polymerase sigma-E factor	KZ559485	sp_P0AGB6_RPOE_ECOLI	5639	6055	12079	13125	cluster-1	t1pks	1-28757	6024	Nonomuraea indica	Actinobacteria	0	-1.00	0	92546	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ559485/index.html
Transcriptional regulatory protein WalR	CP015362	sp_Q9RDT5_WALR_STAAU	7342022	7342452	7333017	7333751	cluster-5	transatpks-t1pks-otherks-nrps	7320889-7385899	8271	Streptomyces sp. S8	Actinobacteria	0	-1.00	0	7529075	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015362/index.html
Serine--tRNA ligase	CP005386	sp_P0A8L1_SYS_ECOLI	4278864	4279282	4289200	4290453	cluster-1	t1pks-nrps	4245982-4303122	9918	Mycobacterium tuberculosis CAS/NITR204	Actinobacteria	0	-1.00	0	4392876	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP005386/index.html
Aminodeoxychorismate synthase component 2	JOFX01000009	sp_P00903_PABA_ECOLI	70057	70394	65557	67566	cluster-1	t1pks-nrps	10949-72063	2491	Streptomyces sp. NRRL F-2664	Actinobacteria	0	-1.00	1	146399	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOFX01000009/index.html
