target_name	gbid	score_final	antismashfile	cluster_num	cluster_type	homologs	homologs_list	pident_list	redundant	redundant_list	ks_start	ks_end	gene_name	target_start	target_end	cluster_coord	species	phyla	d	score_distance	count	score_target_frequency	score	score_coevolution	copynum	complete	score_copy	score_homologs	positive	pos_homolog	pos_redundant
Acetyl CoA carboxylase	DJJW01000026	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DJJW01000026/index.html	cluster-1	transatpks-lantipeptide-otherks	0	[]	[]	2	[u'DFXI01000062']	43572	43988	36253	37053	ctg1_32	12991-58693	Lachnoclostridium sp. UBA6558 (terrestrial metagenome)	Firmicutes	6519	10	56	0	19.03463222	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	NJAJ01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJAJ01000001/index.html	cluster-1	otherks-t1pks-PUFA-nrps	0	[]	[]	3	"[u'JTHK01000007', u'NJCW01000002']"	177404	177726	166860	167804	Xsto_00112	69084-177510	Xenorhabdus stockiae	Proteobacteria	9600	10	59	0	12.34817495	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	LZYT01000003	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZYT01000003/index.html	cluster-1	sactipeptide-transatpks-nrps	0	[]	[]	1	[]	266480	266902	258753	259520	CLFE_10230	242598-306283	Clostridium felsineum DSM 794	Firmicutes	6960	10	51	0	11.8134604	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	NIBS01000014	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NIBS01000014/index.html	cluster-1	nrps-t1pks-PUFA-otherks	0	[]	[]	5	"[u'NJAH01000006', u'NJGH01000020', u'NZ_NJGH01000020', u'QTUB01000001']"	54635	55097	44697	45641	Xbud_02624	34620-110482	Xenorhabdus budapestensis	Proteobacteria	8994	10	60	0	11.98764967	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	MOMC01000016	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MOMC01000016/index.html	cluster-1	t1pks-otherks	0	[]	[]	1	[]	212899	213322	205899	207671	BL253_09600	174172-239822	Frankia asymbiotica	Actinobacteria	5228	10	48	0	19.17843652	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	FZOR01000007	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FZOR01000007/index.html	cluster-2	t1pks-nrps	0	[]	[]	1	[]	216674	217091	207858	209621	SAMN05443665_1007200	196662-256893	Actinomadura meyerae	Actinobacteria	7053	10	59	0	21.46410158	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	JODC01000026	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JODC01000026/index.html	cluster-1	t1pks-otherks	0	[]	[]	1	[]	75858	76388	65004	66710	ctg1_61	55854-86749	Streptomyces sp. NRRL S-646	Actinobacteria	9148	10	60	0	22.79217825	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	NZ_NJGH01000020	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_NJGH01000020/index.html	cluster-1	nrps-t1pks-PUFA-otherks	0	[]	[]	5	"[u'NIBS01000014', u'NJAH01000006', u'NJGH01000020', u'QTUB01000001']"	14798	15260	4868	5812	Xcab_RS10165	1-80367	Xenorhabdus cabanillasii JM26	Proteobacteria	8986	10	60	0	11.47020428	10	0	FALSE	0	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	QMDO01000001	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QMDO01000001_1135332_1505440/index.html	cluster-1	transatpks-otherks-nrps	-1	[]	[]	-1	[]	1354333	1354610	1361387	1362238	ctg1_172	1236815-1375470	Vallitalea guaymasensis	Firmicutes	6777	10	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	CP011340	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011340_3911017_4219545/index.html	cluster-1	t1pks-otherks	0	[]	[]	1	[]	4054748	4055196	4043379	4045064	ctg1_122	4034744-4089572	Streptomyces pristinaespiralis	Actinobacteria	9684	10	59	0	19.20125962	10	1	TRUE	0	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	CP015399	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015399_86023_444490/index.html	cluster-1	transatpks-otherks	-1	[]	[]	-1	[]	421968	422256	430889	431728	ctg1_300	342682-443120	Lachnoclostridium sp. YL32	Firmicutes	8633	10	0	0	-1	0	2	TRUE	10	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	ACXX02000001	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ACXX02000001/index.html	cluster-1	transatpks-nrps	-1	[]	[]	-1	[]	37972	38377	31720	32586	Cpap_3701	14512-116691	Ruminiclostridium papyrosolvens DSM 2782	Firmicutes	5386	10	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	AM420293	15	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AM420293/index.html	cluster-1	t1pks-otherks	0	[]	[]	1	[]	35604	36032	45467	47173	SACE_0026	8925-62106	Saccharopolyspora erythraea NRRL 2338	Actinobacteria	9435	10	31	0	24.79226752	5	1	TRUE	0	0	FALSE	FALSE	FALSE
Acetyl CoA carboxylase	CP009438	10	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP009438/index.html	cluster-8	t1pks-otherks	-1	[]	[]	-1	[]	1634150	1634411	1623419	1625125	SGLAU_07165	1613939-1668625	Streptomyces glaucescens	Actinobacteria	9025	10	0	0	-1	0	1	TRUE	0	0	FALSE	FALSE	FALSE
Beta proteasome subunit	CP022161	70	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022161_2733351_3055960/index.html	cluster-1	transatpks-t1pks-otherks-nrps	2	"[u'BBUY01000002', u'KQ949024']"	"[80.141844, 87.589499]"	1	[]	2883143	2883562	2879589	2880443	ctg1_144	2849340-2940301	Streptomyces sp. 1H-SSA4	Actinobacteria	2700	20	17	10	3.939777466	20	2	FALSE	10	10	FALSE	TRUE	FALSE
Beta proteasome subunit	BBUY01000002	70	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBUY01000002/index.html	cluster-1	bacteriocin-transatpks-t1pks-nrps	1	[u'CP022161']	[80.141844]	1	[]	121029	121452	124972	125832	ctg1_102	79325-144545	Streptomyces sp. NBRC 110611	Actinobacteria	3520	20	17	10	5.116827858	20	2	FALSE	10	10	FALSE	FALSE	FALSE
Beta proteasome subunit	JAFQ01000004	65	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAFQ01000004_6204886_7160143/index.html	cluster-1	t1pks-nrps	1	[u'KP830094']	[81.021898]	1	[]	6350383	6350794	6346610	6347455	ctg1_121	6319919-6390422	Nocardia sp. BMG51109	Actinobacteria	2928	20	17	10	3.787341431	20	1	FALSE	5	10	FALSE	TRUE	FALSE
Beta proteasome subunit	QMEY01000002	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QMEY01000002/index.html	cluster-5	phenazine-t1pks-nrps	0	[]	[]	1	[]	455520	455946	454117	454941	DP939_07340	434989-580664	Sphaerisporangium sp. LHW63015	Actinobacteria	579	20	17	10	3.771484393	20	2	FALSE	10	0	FALSE	FALSE	FALSE
Beta proteasome subunit	KQ949024	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ949024/index.html	cluster-6	transatpks-t1pks-nrps	1	[u'CP022161']	[87.589499]	1	[]	658027	658446	664301	665146	AQJ58_09010	607929-695233	Streptomyces sp. DSM 15324	Actinobacteria	5855	10	17	10	4.094025673	20	1	FALSE	5	10	TRUE	FALSE	FALSE
Beta proteasome subunit	KP830094	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KP830094/index.html	cluster-1	t1pks-nrps	1	[u'JAFQ01000004']	[81.021898]	1	[]	17001	17415	25854	26708	AKA59451.1	1-37516	uncultured bacterium AR_456	environmental samples	8439	10	17	10	5.661513168	20	1	FALSE	5	10	TRUE	FALSE	FALSE
Beta proteasome subunit	NKRA01000001	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRA01000001_5604381_5905642/index.html	cluster-1	t1pks-nrps	0	[]	[]	7	"[u'CP009483', u'CP019885', u'CP019888', u'JANY01000012', u'MWKY01000001', u'NKQX01000001']"	5662440	5662862	5659046	5659921	ctg1_48	5642393-5710922	Mycobacterium persicum	Actinobacteria	2519	20	17	10	7.359884994	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Beta proteasome subunit	JANY01000012	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JANY01000012/index.html	cluster-1	t1pks-nrps	0	[]	[]	7	"[u'CP009483', u'CP019885', u'CP019888', u'MWKY01000001', u'NKQX01000001', u'NKRA01000001']"	44054	44476	41294	42052	I547_7260	29757-90931	Mycobacterium kansasii 824	Actinobacteria	2002	20	17	10	7.884614342	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Beta proteasome subunit	CP019885	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019885_5857920_6159194/index.html	cluster-1	t1pks-nrps	0	[]	[]	7	"[u'CP009483', u'CP019888', u'JANY01000012', u'MWKY01000001', u'NKQX01000001', u'NKRA01000001']"	5887234	5887656	5884336	5885202	ctg1_23	5867187-5935751	Mycobacterium kansasii	Actinobacteria	2032	20	17	10	7.252369079	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Beta proteasome subunit	NKQX01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKQX01000001_151280_538529/index.html	cluster-2	t1pks-nrps	0	[]	[]	7	"[u'CP009483', u'CP019885', u'CP019888', u'JANY01000012', u'MWKY01000001', u'NKRA01000001']"	493502	493924	503734	504600	ctg1_329	453116-521749	Mycobacterium kansasii	Actinobacteria	9810	10	17	10	6.583182253	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Beta proteasome subunit	CP019888	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019888_229212_530477/index.html	cluster-2	t1pks-nrps	0	[]	[]	7	"[u'CP009483', u'CP019885', u'JANY01000012', u'MWKY01000001', u'NKQX01000001', u'NKRA01000001']"	448825	449247	459057	459923	ctg1_204	408508-477072	Mycobacterium kansasii	Actinobacteria	9810	10	17	10	7.252369079	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Beta proteasome subunit	MWKY01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MWKY01000001_325843_896871/index.html	cluster-2	t1pks-nrps	0	[]	[]	7	"[u'CP009483', u'CP019885', u'CP019888', u'JANY01000012', u'NKQX01000001', u'NKRA01000001']"	483404	483826	493636	494502	ctg1_138	443088-511651	Mycobacterium kansasii	Actinobacteria	9810	10	17	10	6.746626927	20	1	FALSE	5	0	FALSE	FALSE	FALSE
Beta proteasome subunit	CP000667	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000667_1001780_1310813/index.html	cluster-1	transatpks-t1pks-nrps	0	[]	[]	4	"[u'AUKS01000001', u'AZWV01000034', u'AZXH01000001']"	1151298	1151717	1144517	1145353	ctg1_126	1131285-1181131	Salinispora tropica CNB-440	Actinobacteria	5945	10	17	10	12.26117216	10	2	TRUE	10	0	TRUE	FALSE	FALSE
Beta proteasome subunit	CP009483	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009483_228015_535317/index.html	cluster-2	t1pks-nrps	0	[]	[]	7	"[u'CP019885', u'CP019888', u'JANY01000012', u'MWKY01000001', u'NKQX01000001', u'NKRA01000001']"	495491	495913	505723	506589	ctg1_249	455186-523738	Mycobacterium kansasii 824	Actinobacteria	9810	10	17	10	7.252369079	20	1	TRUE	0	0	FALSE	FALSE	FALSE
Beta proteasome subunit	AZWV01000034	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AZWV01000034/index.html	cluster-1	transatpks-lantipeptide-t1pks-nrps	0	[]	[]	4	"[u'AUKS01000001', u'AZXH01000001', u'CP000667']"	37524	37943	30660	31586	ctg1_31	1-67357	Salinispora arenicola CNH941	Actinobacteria	5938	10	17	10	10.33812062	10	1	FALSE	5	0	FALSE	FALSE	TRUE
Beta proteasome subunit	AZXH01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AZXH01000001/index.html	cluster-1	transatpks-t1pks-nrps	0	[]	[]	4	"[u'AUKS01000001', u'AZWV01000034', u'CP000667']"	17374	17793	25085	25921	ctg1_17	1-39154	Salinispora tropica CNH898	Actinobacteria	7292	10	17	10	12.39893208	10	1	FALSE	5	0	FALSE	FALSE	TRUE
Beta proteasome subunit	AUKS01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUKS01000001/index.html	cluster-1	transatpks-t1pks-nrps	0	[]	[]	4	"[u'AZWV01000034', u'AZXH01000001', u'CP000667']"	17374	17793	25085	25921	ctg1_17	1-39154	Salinispora tropica CNT261	Actinobacteria	7292	10	17	10	11.80838847	10	1	FALSE	5	0	FALSE	FALSE	TRUE
Beta proteasome subunit	JAOA01000016	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAOA01000016/index.html	cluster-1	t1pks-nrps	-1	[]	[]	-1	[]	86426	86507	88771	89532	I545_6360	38225-106400	Mycobacterium kansasii 662	Actinobacteria	2264	20	0	0	-1	0	1	FALSE	5	0	FALSE	FALSE	FALSE
DNA polymerase sliding clamp	LIVW01000001	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIVW01000001_1685006_1985731/index.html	cluster-1	ectoine-arylpolyene-t1pks-nrps-butyrolactone-ladderane	0	[]	[]	3	"[u'CM003601', u'LISY01000001']"	1910300	1910728	1905067	1906182	ctg1_170	1790344-1947591	Streptomyces sp. CB02115	Actinobacteria	4118	20	3	10	0.215591438	20	2	FALSE	10	0	FALSE	FALSE	FALSE
DNA polymerase sliding clamp	CM003601	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM003601_4056669_4759610/index.html	cluster-2	ectoine-arylpolyene-t1pks-nrps-butyrolactone-ladderane	0	[]	[]	3	"[u'LISY01000001', u'LIVW01000001']"	4528613	4529041	4536931	4538046	ctg1_448	4495581-4652594	Streptomyces anulatus	Actinobacteria	7890	10	3	10	0.215591438	20	2	FALSE	10	0	FALSE	FALSE	FALSE
DNA polymerase sliding clamp	LISY01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LISY01000001_461406_841961/index.html	cluster-1	ectoine-arylpolyene-t1pks-nrps-butyrolactone-ladderane	0	[]	[]	3	"[u'CM003601', u'LIVW01000001']"	611383	611811	619664	620779	ctg1_152	578317-739552	Streptomyces sp. TSRI0261	Actinobacteria	7853	10	3	10	0.119656397	20	2	FALSE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	CP011497	70	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011497_7068841_7375796/index.html	cluster-1	t1pks-otherks	1	[u'LN879416']	[81.952663]	2	[u'KE354369']	7205118	7205160	7209402	7210574	ctg1_129	7196813-7249966	Streptomyces incarnatus	Actinobacteria	4242	20	13	10	2.542582389	20	2	FALSE	10	10	FALSE	FALSE	TRUE
Elongation factor Tu	QLLW01000013	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLLW01000013/index.html	cluster-1	t1pks-otherks	2	"[u'CP022433', u'JOCB01000044']"	"[86.436782, 88.761468]"	3	"[u'NZ_LBDA02000011', u'QTUG01000001']"	60941	61376	56022	57200	K376_04979	40269-92239	Streptomyces sp. PsTaAH-130	Actinobacteria	3741	20	19	10	18.43816232	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Elongation factor Tu	FQ859185	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQ859185_3649902_4006951/index.html	cluster-1	transatpks-t1pks-nrps	4	"[u'JOGB01000030', u'KB895228', u'KB913022', u'KZ195583']"	"[83.577713, 82.697947, 83.284457, 81.231672]"	1	[]	3799050	3799481	3790740	3791933	ctg1_132	3784857-3878760	Streptomyces cattleya NRRL 8057 = DSM 46488	Actinobacteria	7117	10	13	10	3.275720799	20	1	TRUE	0	10	FALSE	TRUE	FALSE
Elongation factor Tu	NZ_LBDA02000011	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LBDA02000011/index.html	cluster-1	t1pks-otherks	3	"[u'CP022433', u'JOCB01000044', u'QTUG01000001']"	"[85.057471, 87.844037, 88.735632]"	2	[u'QLLW01000013']	62303	62738	57118	58296	VT52_RS05855	41631-71625	Streptomyces malaysiense	Actinobacteria	4007	20	19	10	18.51661739	10	0	FALSE	0	10	FALSE	FALSE	FALSE
Elongation factor Tu	CP031455	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP031455_1996626_2771982/index.html	cluster-1	terpene-blactam-t1pks-otherks-nrps	0	[]	[]	1	[]	2175325	2175750	2171438	2172562	ctg1_152	2117531-2290166	Streptomyces olivoreticuli subsp. olivoreticuli	Actinobacteria	2763	20	19	10	15.03246096	10	2	TRUE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	QTUG01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTUG01000001_8461176_8762543/index.html	cluster-1	t1pks-otherks	3	"[u'CP022433', u'JOCB01000044', u'NZ_LBDA02000011']"	"[87.356322, 87.614679, 88.735632]"	2	[u'QLLW01000013']	8568583	8569018	8557884	8559056	ctg1_92	8547892-8640955	Streptomyces sp. Ag82_O1-9	Actinobacteria	9527	10	19	10	19.25128817	10	2	FALSE	10	10	FALSE	FALSE	FALSE
Elongation factor Tu	JOCB01000044	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOCB01000044/index.html	cluster-1	t1pks-otherks	4	"[u'CP022433', u'NZ_LBDA02000011', u'QLLW01000013', u'QTUG01000001']"	"[86.896552, 87.844037, 88.761468, 87.614679]"	1	[]	29354	29790	22826	23995	ctg1_27	8571-61045	Streptomyces sp. NRRL S-31	Actinobacteria	5359	10	19	10	14.8762958	10	1	FALSE	5	10	FALSE	FALSE	FALSE
Elongation factor Tu	CP022433	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP022433/index.html	cluster-4	t1pks-otherks	4	"[u'JOCB01000044', u'NZ_LBDA02000011', u'QLLW01000013', u'QTUG01000001']"	"[86.896552, 85.057471, 86.436782, 87.356322]"	1	[]	977459	977894	987834	989006	LK07_04170	952150-1003799	Streptomyces pluripotens	Actinobacteria	9940	10	19	10	20.17158387	5	2	TRUE	10	10	FALSE	FALSE	FALSE
Elongation factor Tu	PHAG01000006	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHAG01000006/index.html	cluster-2	transatpks	0	[]	[]	1	[]	244680	245116	240352	241545	CVU84_08505	223871-314283	Firmicutes bacterium HGW-Firmicutes-1 (groundwater metagenome)	Firmicutes	3135	20	19	10	25.73095487	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	FNIE01000009	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNIE01000009/index.html	cluster-1	t1pks	0	[]	[]	1	[]	195032	195374	189249	190442	SAMN05216259_109175	177579-237615	Streptomyces guanduensis	Actinobacteria	4590	20	19	10	34.30126812	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	RBAM01000014	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBAM01000014/index.html	cluster-1	t1pks-nrps	0	[]	[]	2	[u'JOFL01000001']	48702	49134	57228	58421	D7231_28145	21227-71971	Streptomyces klenkii	Actinobacteria	8094	10	19	10	12.07067153	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	BAUL01000113	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BAUL01000113/index.html	cluster-1	t1pks	0	[]	[]	1	[]	13762	14187	22558	24113	PVAR5_3701	1-36426	Byssochlamys spectabilis No. 5	Fungi	8371	10	19	10	13.54686181	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	JOFL01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOFL01000001/index.html	cluster-5	t1pks-nrps	0	[]	[]	2	[u'RBAM01000014']	418797	419229	427282	428466	ctg1_379	391077-442127	Streptomyces roseoverticillatus	Actinobacteria	8053	10	19	10	13.64149315	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	MIET01000074	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MIET01000074/index.html	cluster-1	t1pks-nrps	0	[]	[]	1	[]	10751	11173	1	916	BGP78_22080	1-31485	Pseudoalteromonas sp. MSK9-3	Proteobacteria	9835	10	19	10	16.19294117	10	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	RBIY01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBIY01000001_7784723_8085601/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	7908235	7908279	7911180	7912370	ctg1_110	7906940-7959012	Streptomyces sp. 3212.4	Actinobacteria	2901	20	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	KZ679048	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ679048/index.html	cluster-3	t1pks	0	[]	[]	1	[]	390849	391268	379769	380962	C6Y14_27630	370751-394417	Streptomyces sp. A217	Actinobacteria	9887	10	19	10	22.94634988	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	LSRI01000011	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LSRI01000011/index.html	cluster-3	nrps-t1pks-ladderane	0	[]	[]	2	[u'FNLF01000002']	389643	389978	380474	381664	AXK57_07540	369586-460217	Tsukamurella pulmonis	Actinobacteria	7979	10	19	10	33.13757725	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	CP016279	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016279_7489686_7795986/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	7659244	7659288	7656108	7657280	ctg1_165	7616455-7668170	Streptomyces griseochromogenes	Actinobacteria	1964	20	0	0	-1	0	2	TRUE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	CP006259	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006259_1474120_1780948/index.html	cluster-3	t1pks-otherks	-1	[]	[]	-1	[]	1646240	1646284	1641671	1642855	ctg1_147	1600538-1653105	Streptomyces collinus Tu 365	Actinobacteria	3385	20	0	0	-1	0	2	TRUE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	FNTQ01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNTQ01000001_7807301_8113649/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	7940260	7940304	7942524	7943693	ctg1_116	7935327-7987096	Streptomyces sp. Ag109_O5-10	Actinobacteria	2220	20	0	0	-1	0	3	FALSE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	QXCZ01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QXCZ01000001_7729021_8512947/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	7857895	7857939	7860840	7862030	ctg1_117	7856696-7908768	Streptomyces sp. 3212.5	Actinobacteria	2901	20	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	MLCE01000037	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLCE01000037/index.html	cluster-1	terpene-t1pks	0	[]	[]	1	[]	14287	14727	3244	4437	BKI49_33245	1-42974	Streptomyces sp. Tue6028	Actinobacteria	9850	10	19	10	25.93591559	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	KL589842	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL589842/index.html	cluster-1	t1pks	0	[]	[]	1	[]	172638	173066	165723	166892	ctg1_157	151041-203292	Streptomyces sp. NRRL S-15	Actinobacteria	5746	10	19	10	25.37322063	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	FNSZ01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSZ01000001_7085349_7515794/index.html	cluster-1	t1pks-otherks	-1	[]	[]	-1	[]	7219395	7219439	7222819	7223991	ctg1_118	7213078-7265111	Streptomyces sp. 1222.5	Actinobacteria	3380	20	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	FNLF01000002	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNLF01000002_927773_1282485/index.html	cluster-1	ladderane-t1pks-nrps	0	[]	[]	2	[u'LSRI01000011']	1131376	1131711	1141523	1142713	ctg1_196	1057479-1153604	Tsukamurella pulmonis	Actinobacteria	9812	10	19	10	30.27052571	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	UHIQ01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UHIQ01000001_2687606_3019550/index.html	cluster-1	t1pks	0	[]	[]	1	[]	2832789	2833217	2822489	2823679	ctg1_150	2812755-2889595	Tsukamurella paurometabola	Actinobacteria	9110	10	19	10	26.85516462	5	1	FALSE	5	0	FALSE	FALSE	FALSE
Elongation factor Tu	NPKF01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NPKF01000001_7448996_7875444/index.html	cluster-1	t1pks-ectoine-otherks	-1	[]	[]	-1	[]	7569131	7569175	7571851	7573020	ctg1_106	7564317-7623852	Streptomyces sp. FBKL.4005	Actinobacteria	2676	20	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	FNTO01000001	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNTO01000001_1504037_1805434/index.html	cluster-2	t1pks-otherks	-1	[]	[]	-1	[]	1675426	1675470	1671524	1672696	ctg1_153	1630686-1682641	Streptomyces sp. 2231.1	Actinobacteria	2730	20	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
Elongation factor Tu	LN997842	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN997842_1907358_2214141/index.html	cluster-2	ectoine-t1pks-otherks	-1	[]	[]	-1	[]	2087711	2087755	2084827	2085996	ctg1_170	2033920-2093478	Streptomyces reticuli	Actinobacteria	1715	20	0	0	-1	0	2	FALSE	10	0	FALSE	FALSE	FALSE
