target_name	target id	gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	redundant	redundant_list	count	copynum	coevolution score	positive	pos_homolog	pos_redundant
Acetyl CoA carboxylase	AdmT_ACC	KP710956	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KP710956/index.html	cluster-1	t2pks-t1pks-otherks	297	Streptomyces minoensis	Actinobacteria	1	[u'LIPP01000032']	1	[]	60	2	10.7603912065	False	False	False
Translation initiation factor	rubR1_TIF	AMCX01000019	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AMCX01000019/index.html	cluster-1	t1pks	13096	Sinorhizobium fredii GR64	Proteobacteria	2	[u'MOOY01000008', u'UBXS01000009']	18	[u'AZNX01000001', u'JQMF01000001', u'KB905370', u'LMEY01000001', u'LMFA01000005', u'LMFB01000001', u'LMJD01000001', u'LMJJ01000001', u'LMQB01000023', u'LNQB01000073', u'LPUX01000053', u'LYBW01000060', u'MBFK01000150', u'MKIP01000058', u'QKLQ01000001', u'UBWJ01000014', u'UCGX01000013']	41	2	12.8503732409	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	FQZK01000001	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQZK01000001/index.html	cluster-2	t2pks-t1pks-otherks	3737	Nocardiopsis flavescens	Actinobacteria	0	[]	1	[]	67	2	11.9927523282	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	LMTQ02000004	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMTQ02000004/index.html	cluster-2	t1pks	11949	Streptomyces sp. AVP053U2	Actinobacteria	0	[]	1	[]	31	2	9.27751105887	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	CP032402	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP032402_5051034_5423458/index.html	cluster-1	t2pks-t1pks	2640	Actinomadura amylolytica	Actinobacteria	0	[]	1	[]	78	2	17.3206700903	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	FOQH01000007	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOQH01000007/index.html	cluster-1	t1pks	1687	Albimonas pacifica	Proteobacteria	1	[u'FNMZ01000003']	1	[]	59	2	8.64533791836	False	False	False
Gyrase B	GyrB-R	CP018145	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP018145_2453609_2754874/index.html	cluster-2	transatpks-nrps	19782	Brevibacillus formosus	Firmicutes	0	[]	12	[u'AKIX01000028', u'AP008955', u'AP008955', u'CP023474', u'CP030117', u'LGJF01000001', u'LMPN01000003', u'PXZM01000036', u'PXZN01000012', u'PXZO01000002', u'QRDR01000001']	54	4	4.71343533152	False	False	False
Gyrase B	GyrB-R	CABM01000063	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CABM01000063/index.html	cluster-1	t1pks-nrps	18035	mine drainage metagenome	metagenomes	0	[]	1	[]	54	2	9.75504959957	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	QTTT01000001	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTTT01000001_3193624_3511418/index.html	cluster-1	t2pks-t1pks	3983	Actinomadura umbrina	Actinobacteria	0	[]	1	[]	75	2	17.5602644138	False	False	False
Elongation factor Tu	EF-Tu	NZ_JQJV01000052	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_JQJV01000052/index.html	cluster-2	t1pks-nrps	1201	Streptomyces mirabilis	Actinobacteria	-1	[]	-1	[]	0	0	-1.0	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	QLTE01000012	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLTE01000012/index.html	cluster-1	t1pks-nrps	17091	Nitrosomonas sp. Nm143	Proteobacteria	0	[]	1	[]	31	2	10.7498397678	False	False	False
Gyrase B	GyrB-R	AREE01000021	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AREE01000021/index.html	cluster-1	t1pks-siderophore	14487	Streptomyces sp. MspMP-M5	Actinobacteria	0	[]	1	[]	54	2	8.48707530496	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MVHE01000006	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHE01000006/index.html	cluster-1	t1pks-nrps	12966	Mycobacterium angelicum	Actinobacteria	9	[u'AP017635', u'AP018410', u'CP000854', u'CP025779', u'KZ269929', u'LQPF01000043', u'LZLS01000103', u'MVIK01000003', u'NCXP01000025']	2	[u'LQPW01000167']	169	2	16.8611988949	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	CP007142	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007142/index.html	cluster-2	t1pks-nrps	15763	Gynuella sunshinyii YC6258	Proteobacteria	0	[]	3	[]	49	2	4.28157364062	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	MWKV01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MWKV01000001_224868_526123/index.html	cluster-2	t1pks-nrps	10312	Mycobacterium persicum	Actinobacteria	0	[]	12	[u'CP009483', u'CP019885', u'CP019888', u'JANY01000012', u'MWKW01000001', u'MWKX01000001', u'MWKY01000001', u'MWQA01000001', u'NKQX01000001', u'NKRA01000001', u'NZ_UPHU01000001']	37	2	12.3103522195	False	False	False
DNA polymerase sliding clamp	GriR_DnaN	MTBP01000001	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTBP01000001_658837_1050947/index.html	cluster-1	nrps-butyrolactone-transatpks-t1pks-otherks	15221	Actinomadura sp. 5-2	Actinobacteria	0	[]	1	[]	4	4	2.04974557271	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	NOKA02000002	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOKA02000002/index.html	cluster-1	transatpks-arylpolyene-otherks-ladderane	5746	Lachnotalea glycerini	Firmicutes	0	[]	2	[u'QICS01000001']	53	2	9.58387662414	False	False	False
Gyrase B	GyrB-R	KL570843	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL570843/index.html	cluster-1	t1pks-nrps	9184	Goodfellowiella coeruleoviolacea	Actinobacteria	0	[]	1	[]	54	2	7.74003459729	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	CP000325	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000325_1252064_1969111/index.html	cluster-3	t1pks	14059	Mycobacterium ulcerans Agy99	Actinobacteria	0	[]	2	[u'PEDE01000032']	37	2	21.212622637	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	RBXO01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBXO01000001_2869992_3813263/index.html	cluster-5	t1pks	18036	Saccharothrix australiensis	Actinobacteria	0	[]	1	[]	82	4	6.91608339033	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	AEHM01000052	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AEHM01000052/index.html	cluster-1	transatpks	17478	Bacillus subtilis gtP20b	Firmicutes	0	[]	2	[u'CP021500']	24	2	11.7838969461	False	False	False
Translation initiation factor	rubR1_TIF	CP003259	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003259_358961_670894/index.html	cluster-1	transatpks-nrps	13807	Clostridium sp. BNL1100	Firmicutes	0	[]	1	[]	43	2	21.2405876155	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MBEQ01000069	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBEQ01000069/index.html	cluster-1	t1pks-nrps	10409	Mycobacterium sp. GA-1841	Actinobacteria	0	[]	6	[u'CP009914', u'LN879428', u'LZJD01000185', u'LZSO01000001', u'MSTD01000006']	169	2	14.1868344334	False	False	False
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	CP011497	70	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011497_1378671_1684669/index.html	cluster-1	t1pks-nrps	397	Streptomyces incarnatus	Actinobacteria	1	[u'LN879416']	2	[u'KE354369']	13	4	2.54258238928	False	False	True
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZIR01000070	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZIR01000070/index.html	cluster-1	t1pks-nrps	3767	Mycobacterium sp. 852002-51057_SCH5723018	Actinobacteria	0	[]	15	[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LQPR01000003', u'LZIC01000115', u'LZIS01000249', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZLY01000158', u'LZSE01000009', u'MOWS01000076', u'MVHR01000021']	169	2	16.4520649248	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	NCCW01000008	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCCW01000008/index.html	cluster-1	t1pks	10151	Hydrogenophilales bacterium 12-64-13 (mine drainage metagenome)	Proteobacteria	0	[]	1	[]	25	2	5.75510939148	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	LQIT01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIT01000001/index.html	cluster-1	t1pks-nrps	11734	Mycobacterium sp. GA-2829	Actinobacteria	0	[]	4	[u'LQIU01000076', u'LQIV01000012', u'LQOS01000010']	37	2	16.5677757808	False	False	False
Translation initiation factor	rubR1_TIF	LYBW01000060	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LYBW01000060/index.html	cluster-1	t1pks	15380	Ensifer alkalisoli	Proteobacteria	9	[u'LMFA01000005', u'LMJD01000001', u'LMQB01000023', u'MBFK01000150', u'MKIP01000058', u'MOOY01000008', u'UBWJ01000014', u'UBXS01000009', u'UCGX01000013']	11	[u'AMCX01000019', u'AZNX01000001', u'JQMF01000001', u'KB905370', u'LMEY01000001', u'LMFB01000001', u'LMJJ01000001', u'LNQB01000073', u'LPUX01000053', u'QKLQ01000001']	43	2	15.5683387986	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	FN689524	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FN689524/index.html	cluster-1	nrps-transatpks-otherks	1772	Pseudoalteromonas sp. SANK 73390	Proteobacteria	0	[]	1	[]	169	2	8.34567583295	True	False	False
Acetyl CoA carboxylase	AdmT_ACC	MLCE01000002	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLCE01000002/index.html	cluster-2	t2pks-t1pks-otherks	342	Streptomyces sp. Tue6028	Actinobacteria	0	[]	1	[]	59	2	9.94286549494	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	CP003899	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003899_1274897_1576168/index.html	cluster-1	t1pks	15270	Mycobacterium liflandii 128FXT	Actinobacteria	7	[u'LQOX01000148', u'LWCI01000110', u'LWCJ01000100', u'MWQA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	4	[u'AP017635', u'CP000325', u'CP000854']	27	2	7.32274865983	False	False	False
Elongation factor Tu	EF-Tu	BAUL01000113	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BAUL01000113/index.html	cluster-1	t1pks	8371	Byssochlamys spectabilis No. 5	Fungi	0	[]	1	[]	41	2	13.8537563584	False	False	False
Gyrase B	GyrB-R	LZJW01000147	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJW01000147/index.html	cluster-1	t1pks	11460	Mycobacterium scrofulaceum	Actinobacteria	1	[u'LZKU01000124']	11	[u'LZIL01000042', u'LZIX01000058', u'LZJQ01000042', u'LZJS01000133', u'LZJZ01000015', u'LZKI01000115', u'LZSV01000011', u'LZSZ01000132', u'MVHW01000011', u'NCXM01000003']	54	2	6.07062287607	False	False	False
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	CP018836	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP018836_616505_949821/index.html	cluster-1	t1pks-nrps	6612	Vibrio gazogenes	Proteobacteria	0	[]	3	[u'FULE01000046', u'KQ947475']	31	4	9.08729225053	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	CP023778	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP023778_2452368_2856751/index.html	cluster-2	transatpks-t1pks-nrps	19812	Nocardia terpenica	Actinobacteria	0	[]	1	[]	24	4	7.93650618525	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CM002124	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM002124_1709073_2010350/index.html	cluster-1	t1pks	12531	Mycobacterium tuberculosis PanR0601	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.1831438274	False	False	False
Gyrase B	GyrB-R	LZJS01000133	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJS01000133/index.html	cluster-1	t1pks	4275	Mycobacterium colombiense	Actinobacteria	4	[u'LZIL01000042', u'LZIX01000058', u'LZJQ01000042', u'LZKU01000124']	8	[u'LZJW01000147', u'LZJZ01000015', u'LZKI01000115', u'LZSV01000011', u'LZSZ01000132', u'MVHW01000011', u'NCXM01000003']	54	2	7.21608892923	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	FO203510	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FO203510_1641037_2102595/index.html	cluster-1	t1pks	9317	Mycobacterium canettii CIPT 140070017	Actinobacteria	23	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509']	10	[u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	16.6472508625	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	BBUY01000002	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBUY01000002/index.html	cluster-1	bacteriocin-transatpks-t1pks-nrps	3520	Streptomyces sp. NBRC 110611	Actinobacteria	1	[u'CP022161']	1	[]	37	4	6.92942634868	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	BCSY01000031	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCSY01000031/index.html	cluster-1	t1pks-nrps	10928	Mycolicibacterium canariasense	Actinobacteria	0	[]	3	[u'CCBB010000002', u'FMUB01000005']	169	2	17.3098158986	False	False	False
Elongation factor Tu	EF-Tu	QLLW01000013	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLLW01000013/index.html	cluster-1	t1pks-otherks	3741	Streptomyces sp. PsTaAH-130	Actinobacteria	3	[u'CP022433', u'JOCB01000044', u'PJMO01000001']	5	[u'CP017248', u'NZ_LBDA02000011', u'PJMR01000001', u'QTUG01000001']	42	2	17.0951086221	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP019882	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019882_3174623_3475894/index.html	cluster-1	t1pks	8345	Mycobacterium litorale	Actinobacteria	11	[u'AGIQ01000004', u'BEWG01000104', u'CP011773', u'CP018043', u'JALN02000001', u'LN929908', u'MVIH01000007', u'NOZR01000005', u'PDHO01000010', u'QAYH01000008', u'UGQK01000002']	1	[]	169	2	14.1289839181	False	False	False
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	BatG_FabI	ALNP01000027	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ALNP01000027/index.html	cluster-1	t1pks-nrps	1137	Streptomyces sp. AA0539	Actinobacteria	0	[]	1	[]	10	2	17.734244373	False	False	False
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	LQOX01000148	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOX01000148/index.html	cluster-1	t1pks	13878	Mycobacterium gastri	Actinobacteria	4	[u'AP017635', u'CP000325', u'CP000854', u'CP003899']	7	[u'LWCI01000110', u'LWCJ01000100', u'MWQA01000001', u'NKRC01000001', u'NKRE01000001', u'NZ_UPHU01000001']	27	2	6.91095931141	False	False	False
Acetyl CoA carboxylase	AdmT_ACC	DFXI01000062	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DFXI01000062/index.html	cluster-1	lantipeptide-transatpks-otherks	7419	Lachnoclostridium sp. UBA4112 (terrestrial metagenome)	Firmicutes	0	[]	2	[u'DJJW01000026']	65	2	19.7381975721	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MVHJ01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHJ01000001/index.html	cluster-1	t1pks	11817	Mycolicibacterium bacteremicum	Actinobacteria	11	[u'AUWS01000008', u'CP015596', u'CP020809', u'CWKH01000001', u'HG322951', u'LDPU01000001', u'LMJA01000001', u'LT546207', u'LT549889', u'LZTB01000025', u'MPNS01000002']	3	[u'CP006936', u'LK021338']	169	2	12.7607181062	False	False	False
Elongation factor Tu	EF-Tu	CP016279	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016279_7489686_7795986/index.html	cluster-1	t1pks-otherks	1964	Streptomyces griseochromogenes	Actinobacteria	-1	[]	-1	[]	0	4	-1.0	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	RBDX01000002	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBDX01000002/index.html	cluster-1	t1pks	17023	Streptomyces sp. AZ1-7	Actinobacteria	0	[]	1	[]	25	2	10.8836246932	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	PLAR01000082	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLAR01000082/index.html	cluster-1	t1pks	4170	Mycobacterium sp. (peat metagenome)	Actinobacteria	0	[]	2	[u'PLAJ01000073']	169	2	16.1226350839	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	JQKU01000013	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQKU01000013/index.html	cluster-1	t1pks-nrps	14267	Mycobacterium sp. UNC280MFTsu5.1	Actinobacteria	1	[u'LZTB01000025']	2	[u'CYSI01000007']	169	2	14.4620586248	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZSO01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSO01000001/index.html	cluster-1	t1pks-nrps	10573	Mycolicibacterium peregrinum	Actinobacteria	0	[]	6	[u'CP009914', u'LN879428', u'LZJD01000185', u'MBEQ01000069', u'MSTD01000006']	169	2	13.7551739835	False	False	False
Translation initiation factor	rubR1_TIF	RBAM01000001	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBAM01000001/index.html	cluster-1	t1pks-t3pks-transatpks-terpene	19453	Streptomyces klenkii	Actinobacteria	0	[]	1	[]	42	2	26.1584240223	False	False	False
Gyrase B	GyrB-R	CP020894	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP020894_1881789_2726698/index.html	cluster-3	t1pks	18105	Legionella longbeachae	Proteobacteria	0	[]	3	[u'LNYU01000091', u'LNYV01000028']	54	4	7.69075198988	False	False	False
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	FRBN01000019	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FRBN01000019/index.html	cluster-1	t1pks	10053	Roseovarius marisflavi	Proteobacteria	1	[u'JQLS01000008']	3	[u'FOVP01000015', u'FWFJ01000014']	25	2	6.29805694185	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQPR01000003	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPR01000003/index.html	cluster-1	t1pks-nrps	10550	Mycobacterium saskatchewanense	Actinobacteria	0	[]	15	[u'CSTD01000001', u'LQPJ01000002', u'LQPL01000015', u'LQPO01000034', u'LZIC01000115', u'LZIR01000070', u'LZIS01000249', u'LZKL01000111', u'LZKR01000030', u'LZKT01000050', u'LZLY01000158', u'LZSE01000009', u'MOWS01000076', u'MVHR01000021']	169	2	15.5091226142	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP011773	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011773_2724582_3025847/index.html	cluster-1	t1pks	14323	Mycobacterium sp. EPa45	Actinobacteria	2	[u'CP019882', u'LN929908']	10	[u'AGIQ01000004', u'BEWG01000104', u'CP018043', u'JALN02000001', u'MVIH01000007', u'NOZR01000005', u'PDHO01000010', u'QAYH01000008', u'UGQK01000002']	169	2	16.1721998694	False	False	False
Gyrase B	GyrB-R	CDLW01000001	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_2475557_2776834/index.html	cluster-1	t1pks	5027	Ralstonia solanacearum	Proteobacteria	-1	[]	-1	[]	0	4	-1.0	False	False	False
Gyrase B	GyrB-R	AUHD01000016	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUHD01000016/index.html	cluster-1	t1pks-nrps	14058	Gelidibacter mesophilus DSM 14095	Bacteroidetes	1	[u'DINI01000028']	1	[]	54	0	7.15548374626	False	False	False
Elongation factor Tu	EF-Tu	LSRI01000011	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LSRI01000011/index.html	cluster-3	nrps-t1pks-ladderane	7979	Tsukamurella pulmonis	Actinobacteria	0	[]	2	[u'FNLF01000002']	29	2	27.2223945335	False	False	False
Translation initiation factor	rubR1_TIF	LMJJ01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMJJ01000001/index.html	cluster-1	t1pks	16550	Ensifer sp. Root278	Proteobacteria	5	[u'LPUX01000053', u'MBFK01000150', u'UBWJ01000014', u'UBXS01000009', u'UCGX01000013']	15	[u'AMCX01000019', u'AZNX01000001', u'JQMF01000001', u'KB905370', u'LMEY01000001', u'LMFA01000005', u'LMFB01000001', u'LMJD01000001', u'LMQB01000023', u'LNQB01000073', u'LYBW01000060', u'MKIP01000058', u'MOOY01000008', u'QKLQ01000001']	43	2	15.0596390682	False	False	False
Elongation factor Tu	EF-Tu	CP017248	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP017248_7958909_8424854/index.html	cluster-1	t1pks	18087	Streptomyces puniciscabiei	Actinobacteria	0	[]	1	[]	43	4	14.4449372298	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	AQQC01000053	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AQQC01000053/index.html	cluster-1	t1pks	8151	Mycobacterium tuberculosis EAI/OSDD271	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'CM002124', u'CP003233', u'CP008959', u'CP008960', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	12.402724097	False	False	False
Translation initiation factor	rubR1_TIF	LMJD01000001	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMJD01000001_721357_1022619/index.html	cluster-1	t1pks	8718	Rhizobium sp. Root268	Proteobacteria	9	[u'AZNX01000001', u'LNQB01000073', u'LPUX01000053', u'LYBW01000060', u'MBFK01000150', u'MKIP01000058', u'UBWJ01000014', u'UBXS01000009', u'UCGX01000013']	11	[u'AMCX01000019', u'JQMF01000001', u'KB905370', u'LMEY01000001', u'LMFA01000005', u'LMFB01000001', u'LMJJ01000001', u'LMQB01000023', u'MOOY01000008', u'QKLQ01000001']	43	2	13.1944851122	False	False	False
Gyrase B	GyrB-R	QRDR01000001	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QRDR01000001/index.html	cluster-7	transatpks-nrps	19809	Brevibacillus brevis	Firmicutes	0	[]	12	[u'AKIX01000028', u'AP008955', u'AP008955', u'CP018145', u'CP023474', u'CP030117', u'LGJF01000001', u'LMPN01000003', u'PXZM01000036', u'PXZN01000012', u'PXZO01000002']	54	2	5.1214581092	False	False	False
Beta proteasome subunit	SalI_beta_proteasome	NCSM01000022	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCSM01000022/index.html	cluster-2	thiopeptide-t1pks-nrps	19134	Streptomyces sp. NBS 14/10	Actinobacteria	0	[]	3	[u'CP002047', u'MAXF01000131']	37	2	6.33795381758	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP025542	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025542_3889508_4252470/index.html	cluster-1	hserlactone-transatpks-otherks	2130	Pseudomonas fluorescens	Proteobacteria	0	[]	2	[u'JPRX01000001']	169	2	4.80462942976	False	False	True
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZSU01000019	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSU01000019/index.html	cluster-1	t1pks-nrps	17411	Mycobacterium sp. 852013-51886_SCH5428379	Actinobacteria	8	[u'AUWS01000008', u'CP000580', u'CP020809', u'CWKH01000001', u'HG322951', u'LDPU01000001', u'LT546207', u'LZTB01000025']	1	[]	169	2	11.583792954	False	False	False
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	CP008960	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008960_1112660_1412932/index.html	cluster-1	t1pks	10131	Mycobacterium tuberculosis	Actinobacteria	2	[u'CP004886', u'FO203510']	32	[u'AQQC01000053', u'CM002124', u'CP003233', u'CP008959', u'CP008963', u'CP008965', u'CP008967', u'CP008968', u'CP008970', u'CP008973', u'CP008975', u'CP008976', u'CP008977', u'CP008982', u'CP008983', u'CP009449', u'CP010895', u'CP016401', u'CP017593', u'CP022704', u'CP024614', u'FO203509', u'FR878060', u'JQEX01000030', u'KK338758', u'KK338784', u'KK338939', u'KK356241', u'KL407303', u'KQ483382', u'MQDE01000005']	169	2	13.0287472702	False	False	False
