target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
Hypothetical transport protein yfaV	NAVH01000042	DEG10180356	23323	23712	32007	33338	cluster-1	t3pks-t1pks	1-47579	8295	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	82162	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NAVH01000042/index.html
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	PRKR01000001	DEG10180076	135190	135626	128885	129358	cluster-2	transatpks-otherks	115171-250908	5832	Brevibacillus laterosporus	Firmicutes	0	-1.00	1	275942	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PRKR01000001/index.html
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	LRTO01001243	DEG10180047	4056	4302	3423	3920	cluster-1	t1pks	1-11789	136	Streptomyces scabiei	Actinobacteria	0	-1.00	1	11789	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LRTO01001243/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	KK366027	DEG10180179	201263	201686	199944	201203	cluster-2	bacteriocin-thiopeptide-transatpks-t1pks-nrps	167247-270783	60	Paenibacillus sp. UNC217MF	Firmicutes	0	-1.00	2	1235552	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK366027_51318_740622/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	LT963352	DEG10180178	2753158	2753485	2754625	2755635	cluster-1	butyrolactone-t1pks	2727323-2781244	1140	Streptomyces chartreusis NRRL 3882	Actinobacteria	0	-1.00	3	8983317	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT963352_2599870_2986801/index.html
dATP pyrophosphohydrolase (EC 3.6.1.-)	KB906725	DEG10180314	913047	913088	903159	903611	cluster-1	hserlactone-t1pks-nrps	902502-997145	9436	Oxalobacteraceae bacterium AB_14	Proteobacteria	0	-1.00	1	3330487	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB906725_797708_1098979/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	PJFB01000003	DEG10180156	141939	142379	141933	148907	cluster-1	t1pks-otherks	115687-168907	446	Geobacter sp. (biofilm metagenome)	Proteobacteria	0	-1.00	2	478805	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PJFB01000003/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	PXWG01000098	DEG10180178	1514	1850	3218	4213	cluster-1	t1pks	1-24268	1368	Streptosporangium nondiastaticum	Actinobacteria	0	-1.00	1	24268	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PXWG01000098/index.html
Aspartyl-tRNA synthetase (EC 6.1.1.12)	CP006872	DEG10180315	3625834	3626264	3619328	3621097	cluster-1	transatpks-otherks-nrps	3605599-3703175	4737	Paenibacillus polymyxa SQR-21	Firmicutes	0	-1.00	2	5828436	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006872_3485231_3823535/index.html
Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	JHYM01000008	DEG10180539	150347	150770	144386	144844	cluster-2	transatpks	129610-208163	5503	Legionella cherrii DSM 19213	Proteobacteria	0	-1.00	1	478918	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JHYM01000008/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	FNVF01000006	DEG10180179	142848	143270	140926	142155	cluster-1	transatpks-nrps	122172-197731	693	Paenibacillus sp. UNC499MF	Firmicutes	0	-1.00	1	369518	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNVF01000006/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	AOQF01000032	DEG10180179	27899	28321	32776	34044	cluster-1	t1pks-nrps	1-46627	4455	Escherichia coli TOP291	Proteobacteria	0	-1.00	1	46627	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AOQF01000032/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CEVZ01200333	DEG10180179	819	1110	2	3331	cluster-1	t1pks-arylpolyene	1-3333	1108	marine metagenome	metagenomes	0	-1.00	1	3333	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEVZ01200333/index.html
Hypothetical ABC transporter ATP-binding protein ydcT	FODE01000001	DEG10180246	83899	84328	90993	92114	cluster-1	t1pks	58334-110286	6665	Paracoccus alcaliphilus	Proteobacteria	0	-1.00	1	241682	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FODE01000001/index.html
Probable transport ATP-binding protein msbA	LIXI01000001	DEG10180148	620333	620675	610157	612085	cluster-4	t1pks	606456-653862	8248	Streptomyces sp. CB00316	Actinobacteria	0	-1.00	2	914218	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIXI01000001/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	AYXG01000070	DEG10180363	28252	28585	28179	29402	cluster-1	t1pks-nrps	13710-51423	406	Actinokineospora spheciospongiae	Actinobacteria	0	-1.00	1	51423	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AYXG01000070/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CEQW01043228	DEG10180179	21	479	1	3339	cluster-1	t1pks	1-8575	478	marine metagenome	metagenomes	0	-1.00	1	8575	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEQW01043228/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	CP001089	DEG10180156	2423892	2424321	2423885	2430715	cluster-2	t1pks-otherks	2397136-2450715	436	Geobacter lovleyi SZ	Proteobacteria	0	-1.00	2	3917761	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001089/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NNBU01000005	DEG10180363	2996	3403	2985	4250	cluster-1	bacteriocin-t1pks	1-48923	418	plant metagenome	metagenomes	0	-1.00	1	55737	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NNBU01000005/index.html
Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	AUAF01000020	DEG10180545	46426	46858	41513	43345	cluster-1	t1pks-nrps	26421-59008	3081	Zooshikella ganghwensis DSM 15267	Proteobacteria	0	-1.00	1	59008	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUAF01000020/index.html
Probable ABC transporter ATP-binding protein yhbG	CP015199	DEG10180475	4632917	4633355	4628237	4629154	cluster-1	t1pks-terpene-otherks	4596490-4663518	3763	Chryseobacterium sp. IHBB 10212	Bacteroidetes	0	-1.00	4	4843645	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015199/index.html
2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	ASSJ01000064	DEG10180433	37	465	3934	5238	cluster-1	t1pks	1-22271	3469	Rubidibacter lacunae KORDI 51-2	Cyanobacteria	0	-1.00	1	38314	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ASSJ01000064/index.html
50S ribosomal protein L19	FNHS01000022	DEG10180403	71187	71593	66658	67059	cluster-1	t1pks	51186-80388	4128	Methylobacterium phyllostachyos	Proteobacteria	0	-1.00	1	80388	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNHS01000022/index.html
Seryl-tRNA synthetase (EC 6.1.1.11)	LXGB01000034	DEG10180145	18850	19268	9448	10707	cluster-1	t1pks-nrps	1-64105	8143	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	64105	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LXGB01000034/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	KZ155841	DEG10180180	2517093	2517517	2516198	2516935	cluster-1	transatpks	2496975-2597428	158	Bacillus velezensis	Firmicutes	0	-1.00	21	3970137	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ155841_2393558_2694811/index.html
30S ribosomal protein S20	LQOV01000007	DEG10180004	93578	94003	87367	87627	cluster-2	t1pks-nrps	73564-132435	5951	Mycobacterium florentinum	Actinobacteria	0	-1.00	1	760399	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQOV01000007/index.html
30S ribosomal protein S20	JOID01000025	DEG10180004	121240	121663	130906	131172	cluster-1	transatpks-t1pks-otherks	68484-136910	9243	Streptomyces albus subsp. albus	Actinobacteria	0	-1.00	1	136910	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOID01000025/index.html
Probable transport ATP-binding protein msbA	NW_003345192	DEG10180148	591316	591731	584023	588892	cluster-4	indole-t1pks-nrps	571270-670034	2424	Nannizzia gypsea CBS 118893	Fungi	0	-1.00	0	719413	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_003345192/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	FPAB01000002	DEG10180363	631424	631755	631366	632553	cluster-2	t1pks	599861-649199	389	Streptomyces harbinensis	Actinobacteria	0	-1.00	1	812575	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FPAB01000002/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NNYH01000012	DEG10180363	122037	122382	121978	123204	cluster-2	t1pks-butyrolactone-nrps	103439-181355	404	Escherichia coli	Proteobacteria	0	-1.00	1	191133	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NNYH01000012/index.html
Serine hydroxymethyltransferase (EC 2.1.2.1)	KN905809	DEG10180392	193472	193899	202230	203618	cluster-1	transatpks-nrps	103081-206168	8331	Streptomyces ahygroscopicus subsp. wuyiensis	Actinobacteria	0	-1.00	2	543157	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN905809/index.html
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	CP014990	DEG10180072	2294356	2294765	2289260	2290102	cluster-1	transatpks	2273473-2373919	4254	Bacillus velezensis	Firmicutes	0	-1.00	1	3921966	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014990_2202306_2503571/index.html
Glutamate aspartate transport ATP-binding protein gltL	CP025018	DEG10180114	2059938	2060366	2056125	2057039	cluster-4	t1pks	2039904-2119811	2899	Streptomyces sp. M56	Actinobacteria	0	-1.00	59	11742376	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP025018/index.html
Elongation factor G	CP002000	DEG10180509	4916281	4916689	4906508	4908463	cluster-1	t1pks	4896188-4940453	7818	Amycolatopsis mediterranei U32	Actinobacteria	0	-1.00	3	10236715	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP002000_4768942_5070180/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	FO906008	DEG10180180	355930	356240	364354	365226	cluster-1	t1pks	335929-381214	8114	Leptosphaeria maculans 'lepidii' group	Fungi	0	-1.00	2	782495	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FO906008/index.html
Hypothetical ABC transporter permease protein yddQ	CP002638	DEG10180255	2574999	2575414	2568129	2568989	cluster-5	t1pks	2554963-2626297	6010	Verrucosispora maris AB-18-032	Actinobacteria	0	-1.00	4	6673976	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP002638/index.html
Hypothetical protein yciL	MSLT01000006	DEG10180218	56890	57319	50829	51692	cluster-1	t1pks-nrps	8008-82508	5198	Thioflexothrix psekupsii	Proteobacteria	0	-1.00	1	731864	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MSLT01000006/index.html
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	CP014859	DEG10180047	1062673	1062918	1062031	1062549	cluster-1	t1pks-nrps	1023204-1089003	124	Actinoalloteichus hymeniacidonis	Actinobacteria	0	-1.00	1	6306386	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014859_893246_1581169/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	KU568466	DEG10180180	4862	5292	1349	2095	cluster-1	t1pks	1-68720	2767	Streptomyces sp. A1(2016)	Actinobacteria	0	-1.00	1	81762	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KU568466/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	UFWO01000001	DEG10180363	3043866	3044272	3043861	3045102	cluster-1	t1pks-nrps	2987144-3046097	411	Citrobacter freundii	Proteobacteria	0	-1.00	2	5034747	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UFWO01000001_2863418_3195087/index.html
Serine hydroxymethyltransferase (EC 2.1.2.1)	RAWB01000332	DEG10180392	5448	5874	4036	5364	cluster-1	t1pks-nrps	1-11244	84	Corallococcus sp. CA051B	Proteobacteria	0	-1.00	1	11244	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWB01000332/index.html
Chemotaxis protein methyltransferase (EC 2.1.1.80)	AZAB01000090	DEG10180319	69833	70262	59409	60305	cluster-1	t1pks-nrps	43210-100141	9528	Photorhabdus luminescens NBAII H75HRPL105	Proteobacteria	0	-1.00	1	148323	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AZAB01000090/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	RAWD01000119	DEG10180034	20855	21279	20750	25688	cluster-1	t1pks	750-25688	529	Corallococcus sp. CA047B	Proteobacteria	0	-1.00	1	25688	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWD01000119/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	BA000030	DEG10180178	2793124	2793476	2791730	2792737	cluster-4	t1pks-butyrolactone-otherks	2746968-2811733	387	Streptomyces avermitilis MA-4680 = NBRC 14893	Actinobacteria	0	-1.00	0	9025608	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BA000030_2633292_3051504/index.html
Seryl-tRNA synthetase (EC 6.1.1.11)	JAIZ01000146	DEG10180145	9194	9585	332	1606	cluster-1	t1pks	1-27066	7588	Kitasatospora sp. MBT63	Actinobacteria	0	-1.00	1	27066	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAIZ01000146/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CENX01002161	DEG10180179	4	392	1	7971	cluster-1	t1pks	1-7973	391	marine metagenome	metagenomes	0	-1.00	1	7973	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CENX01002161/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP001700	DEG10180179	2960113	2960524	2952424	2959278	cluster-2	transatpks-t1pks-otherks-nrps	2904724-3004771	835	Catenulispora acidiphila DSM 44928	Actinobacteria	0	-1.00	6	10467782	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001700/index.html
Probable ABC transporter ATP-binding protein yhbG	NZ_CFIA01000009	DEG10180475	64357	64790	63344	64339	cluster-1	t1pks-nrps	16649-111937	18	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	0	111937	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_CFIA01000009/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NUHW01000020	DEG10180363	26443	26840	26436	28892	cluster-1	nrps-t1pks-ladderane	6436-145415	404	Bacillus thuringiensis	Firmicutes	0	-1.00	1	154505	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NUHW01000020/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	MH325198	DEG10180179	18207	18631	18202	25980	cluster-1	t1pks-nrps	1-58884	429	Cylindrospermum alatosporum CCALA 994	Cyanobacteria	0	-1.00	1	58884	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/MH325198/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	LT721901	DEG10180156	5812289	5812745	5806835	5812258	cluster-1	otherks-t1pks-nrps	5748665-5838626	31	Mycobacterium sp. AB57	Actinobacteria	0	-1.00	1	6015470	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT721901_5618968_5968608/index.html
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	OBVB01000276	DEG10180052	42051	42473	47578	49086	cluster-1	t1pks-nrps	2222-49378	5105	human gut metagenome	metagenomes	0	-1.00	1	49378	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OBVB01000276/index.html
Probable ABC transporter ATP-binding protein yhbG	CP025407	DEG10180475	3242091	3242413	3250928	3251881	cluster-1	t1pks	3215479-3261997	8515	Streptomyces sp. CMB-StM0423	Actinobacteria	0	-1.00	22	8029398	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP025407/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	FNTU01000002	DEG10180180	4303902	4304247	4303111	4303836	cluster-1	t1pks-arylpolyene-nrps	4226668-4325080	66	Thalassospira sp. KO164	Proteobacteria	0	-1.00	19	4790004	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNTU01000002_4099956_4455074/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NZ_AUNC01000072	DEG10180180	80594	80939	79803	80528	cluster-1	t1pks-arylpolyene-nrps	3288-101772	66	Thalassospira permensis NBRC 106175	Proteobacteria	0	-1.00	0	143848	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AUNC01000072/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CZKS01000104	DEG10180179	48205	48668	48197	56299	cluster-1	t1pks	28197-56501	471	soil metagenome	metagenomes	0	-1.00	1	56501	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CZKS01000104/index.html
Ribonuclease HI (EC 3.1.26.4)	JOHT01000024	DEG10180056	40792	41222	31757	32461	cluster-1	transatpks-nrps	19916-107119	8331	Streptomyces sp. NRRL F-5053	Actinobacteria	0	-1.00	1	107119	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOHT01000024/index.html
Probable transport ATP-binding protein msbA	JAQF01000145	DEG10180148	8981	9085	14772	18026	cluster-1	t1pks	1-28502	5687	Corynespora cassiicola UM 591	Fungi	0	-1.00	1	39007	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JAQF01000145/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	MTAU01000004	DEG10180179	78799	79220	72055	73017	cluster-1	bacteriocin-transatpks-nrps	58660-142372	5782	Bacillus anthracis	Firmicutes	0	-1.00	1	271030	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTAU01000004/index.html
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	OMPD01000014	DEG10180047	640114	640219	639526	640035	cluster-1	transatpks-ladderane-otherks	521181-662379	79	Aquimarina sp. AU58	Bacteroidetes	0	-1.00	2	3445825	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OMPD01000014_394184_792370/index.html
Hypothetical protein yfcH	NZ_NJGH01000020	DEG10180360	14798	15260	10650	11564	cluster-1	nrps-t1pks-PUFA-otherks	1-80367	3234	Xenorhabdus cabanillasii JM26	Proteobacteria	0	-1.00	0	80367	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_NJGH01000020/index.html
Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	JTHG01000131	DEG10180029	13430	13850	5615	7051	cluster-1	t1pks	1-40874	6379	Methylobacterium platani	Proteobacteria	0	-1.00	1	48526	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTHG01000131/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	CP009754	DEG10180363	2286235	2286566	2286161	2287384	cluster-1	t1pks	2253641-2300552	405	Streptomyces sp. CCM_MD2014	Actinobacteria	0	-1.00	6	8274043	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009754_2126923_2446450/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	CP023865	DEG10180178	5629971	5630400	5626743	5627756	cluster-17	t1pks	5609935-5690838	2215	Actinoplanes teichomyceticus ATCC 31121	Actinobacteria	0	-1.00	2	8287152	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP023865/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	NZ_AUEV01000003	DEG10180363	98778	99131	98715	99977	cluster-2	t1pks	73382-118052	416	Streptomyces sp. TAA486	Actinobacteria	0	-1.00	0	500129	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_AUEV01000003/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DKOR01000034	DEG10180156	41155	41615	34496	41116	cluster-1	terpene-t1pks-otherks	14496-72747	39	Thiotrichaceae bacterium UBA7357 (marine metagenome)	Proteobacteria	0	-1.00	1	151347	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DKOR01000034/index.html
Oligopeptide transport ATP-binding protein oppD	QTTT01000001	DEG10180214	153576	154001	163083	164696	cluster-1	t1pks	130855-181972	9082	Actinomadura umbrina	Actinobacteria	0	-1.00	4	7396071	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTTT01000001_2535_308738/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP021121	DEG10180179	149280	149704	139790	149479	cluster-2	t1pks-phenazine	92659-225487	199	Streptomyces sp. SCSIO 03032	Actinobacteria	0	-1.00	1	6287975	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021121/index.html
Protein yjgF	KB913032	DEG10180597	8202348	8202758	8197653	8198069	cluster-1	t1pks	8182260-8228637	4279	Amycolatopsis alba DSM 44262	Actinobacteria	0	-1.00	1	9811274	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913032_8057141_9017592/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CEVN01123509	DEG10180179	16	475	2	2962	cluster-1	t1pks	1-3673	473	marine metagenome	metagenomes	0	-1.00	1	3673	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEVN01123509/index.html
Elongation factor Tu	MLCE01000037	DEG10180508	14287	14727	3244	4437	cluster-1	terpene-t1pks	1-42974	9850	Streptomyces sp. Tue6028	Actinobacteria	0	-1.00	1	48231	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLCE01000037/index.html
Arginine repressor	CP028731	DEG10180483	1407682	1408106	1403245	1403739	cluster-1	t3pks-t1pks	1386525-1444755	3943	Mycobacterium avium	Actinobacteria	0	-1.00	1	4961843	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP028731_1270441_1571622/index.html
Alanyl-tRNA synthetase (EC 6.1.1.7)	KB907100	DEG10180418	17072	17492	9500	12061	cluster-1	t1pks	1-44639	5011	Amphritea japonica ATCC BAA-1530	Proteobacteria	0	-1.00	1	672746	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB907100/index.html
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	BDBM01000037	DEG10180098	45090	45524	42844	43341	cluster-1	t1pks	24951-59032	1749	Nocardia gamkensis NBRC 108242	Actinobacteria	0	-1.00	1	59032	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDBM01000037/index.html
Oligopeptide transport system permease protein oppC	BEVZ01000002	DEG10180213	1402887	1403297	1396542	1397435	cluster-2	t1pks-nrps	1334144-1456492	5452	Streptomyces fragilis	Actinobacteria	0	-1.00	0	2004156	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BEVZ01000002_1252900_1584602/index.html
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	LIWC01000007	DEG10180357	370384	370808	368211	369746	cluster-2	t1pks-nrps	294191-455380	638	Amycolatopsis sp. CB00013	Actinobacteria	0	-1.00	1	643653	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIWC01000007/index.html
Protein yebC	AOQK01000058	DEG10180313	50534	50601	40551	41267	cluster-1	t1pks-nrps	1-117440	9267	Escherichia coli TOP498	Proteobacteria	0	-1.00	1	124573	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AOQK01000058/index.html
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	KQ236689	DEG10180072	3797684	3798093	3792578	3793420	cluster-1	transatpks	3776801-3824254	4264	Bacillus sp. JFL15	Firmicutes	0	-1.00	21	3824254	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ236689_3655929_3824254/index.html
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	HG328254	DEG10180072	2265029	2265438	2259934	2260773	cluster-1	transatpks	2244146-2344599	4256	Bacillus velezensis UCMB5113	Firmicutes	0	-1.00	1	3889532	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG328254_2142374_2457052/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	MUMH01000092	DEG10180363	123964	124307	123905	125119	cluster-1	t1pks	25245-126834	402	Allokutzneria sp. NRRL B-24872	Actinobacteria	0	-1.00	1	126834	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MUMH01000092/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	KZ195574	DEG10180363	2217373	2217705	2217300	2218523	cluster-1	t1pks	2184663-2231634	405	Streptomyces sp. CS113	Actinobacteria	0	-1.00	7	8695358	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ195574_2057966_2506097/index.html
Protease degQ precursor (EC 3.4.21.-)	RAWC01000004	DEG10180482	97286	97714	91772	93283	cluster-1	t1pks-nrps	75645-106678	4003	Corallococcus sp. CA049B	Proteobacteria	0	-1.00	1	106678	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWC01000004/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	NZ_CM001488	DEG10180179	3877333	3877794	3876638	3888076	cluster-7	t1pks	3856638-3908076	1156	Desulfobacter postgatei 2ac9	Proteobacteria	0	-1.00	0	3974658	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_CM001488/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	LWDU01032019	DEG10180179	1422	1882	1401	10547	cluster-1	t1pks	1-30547	481	hydrothermal vent metagenome	metagenomes	0	-1.00	1	135108	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LWDU01032019/index.html
