target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LZLS01000103	2	8275	5	[u'LQPQ01000178', u'LZLF01000227', u'LZLM01000005', u'MAEM01000259', u'NCXP01000025']	25	1	0.73	0.0	12.2421922374	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLS01000103/index.html	cluster-1	t1pks-nrps	A5634_23960	Mycobacterium asiaticum	Actinobacteria	False	False	0	1	0	0	1
Beta proteasome subunit	SalI_beta_proteasome	CP019885	2	2032	0	None	8	1	0.43	0.02	5.61275253938	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019885_5857920_6159194/index.html	cluster-1	t1pks-nrps	ctg1_23	Mycobacterium kansasii	Actinobacteria	False	False	1	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	FOHX01000001	1	3543	0	None	49	1	0.32	0.0	15.0579202874	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOHX01000001/index.html	cluster-2	t2pks-otherks-t1pks-nrps	SAMN05421811_101821	Nonomuraea wenchangensis	Actinobacteria	False	False	1	0	0	0	0
Elongation factor Tu	EF-Tu	CP022433	3	9940	3	[u'JOCB01000044', u'NZ_LBDA02000011', u'QTUG01000001']	16	2	0.24	0.01	19.1816779119	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP022433/index.html	cluster-4	t1pks-otherks	LK07_04170	Streptomyces pluripotens	Actinobacteria	False	False	0	1	1	1	0
Acetyl CoA carboxylase	AdmT_ACC	DJJW01000026	0	6519	0	None	49	1	0.32	0.0	18.6427071026	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DJJW01000026/index.html	cluster-1	transatpks-lantipeptide-otherks	ctg1_32	Lachnoclostridium sp. UBA6558 (terrestrial metagenome)	Firmicutes	False	False	0	0	0	0	0
Elongation factor Tu	EF-Tu	FNLF01000002	1	9812	0	None	16	1	0.24	0.01	32.7250459751	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNLF01000002_927773_1282485/index.html	cluster-1	ladderane-t1pks-nrps	ctg1_196	Tsukamurella pulmonis	Actinobacteria	False	False	0	0	1	0	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	KB893672	2	3063	0	None	19	1	0.3	0.0	19.9342646665	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB893672/index.html	cluster-1	t1pks	ctg1_47	Frankia elaeagni	Actinobacteria	False	False	1	0	1	0	0
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	KV411304	1	6847	0	None	6	1	-0.22	0.42	7.39968399172	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV411304_3074082_3713622/index.html	cluster-2	t2pks-transatpks-t1pks-nrps	ctg1_142	Nocardia terpenica	Actinobacteria	False	False	0	0	1	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	NCXP01000008	3	4517	13	[u'CP017593', u'LQOK01000037', u'LQPF01000100', u'LT841359', u'LZHV01000055', u'LZJH01000077', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MIHB01000001', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	6.62515929501	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCXP01000008/index.html	cluster-1	t3pks-t1pks-nrps	B8W66_09645	Mycobacterium decipiens	Actinobacteria	False	False	1	1	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	BCQQ01000015	1	1098	0	None	49	1	0.32	0.0	14.9040115056	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCQQ01000015/index.html	cluster-1	t2pks-t1pks-otherks	ctg1_53	Actinomadura formosensis NBRC 14204	Actinobacteria	False	False	1	0	0	0	0
Acetyl CoA carboxylase	AdmT_ACC	NJAH01000006	0	9434	0	None	49	1	0.32	0.0	11.8553150921	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJAH01000006/index.html	cluster-1	nrps-t1pks-PUFA-otherks	Xekk_01338	Xenorhabdus sp. KK7.4	Proteobacteria	False	False	0	0	0	0	0
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	AM889285	3	2462	1	[u'QQAW01000006']	6	1	-0.22	0.42	4.05635300372	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AM889285_2324883_2626133/index.html	cluster-1	t1pks	ctg1_122	Gluconacetobacter diazotrophicus PA1 5	Proteobacteria	False	False	1	1	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	MAEM01000259	3	4915	5	[u'LQPQ01000178', u'LZLF01000227', u'LZLM01000005', u'LZLS01000103', u'NCXP01000025']	25	1	0.73	0.0	12.0020158598	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MAEM01000259/index.html	cluster-1	t1pks-nrps	A9W98_18960	Mycobacterium gordonae	Actinobacteria	False	False	1	1	0	0	1
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	LWCJ01000100	1	6677	0	None	4	1	-0.03	0.96	3.86530771668	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWCJ01000100/index.html	cluster-1	t1pks	A4G27_19505	Mycobacterium kansasii	Actinobacteria	False	False	0	0	1	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	LQPF01000100	2	7433	14	[u'CP017593', u'JAGZ01000001', u'LQOK01000037', u'LT841359', u'LZHV01000055', u'LZJH01000077', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MIHB01000001', u'NCXP01000008', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	6.82065908002	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPF01000100/index.html	cluster-1	t3pks-t1pks	AWC15_00150	Mycobacterium lacus	Actinobacteria	False	False	0	1	0	0	1
Ornitine carbamoyl transferase	ArgK_OTCase	AHBA01000153	2	4266	0	None	28	1	0.64	0.0	13.8969231997	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AHBA01000153/index.html	cluster-1	t3pks-t1pks	ctg1_62	Mycobacterium avium subsp. paratuberculosis JQ6	Actinobacteria	False	False	1	0	0	0	1
Ornitine carbamoyl transferase	ArgK_OTCase	LZLE01000041	3	4497	13	[u'CP017593', u'LQOK01000037', u'LQPF01000100', u'LT841359', u'LZHV01000055', u'LZJH01000077', u'LZKE01000216', u'LZKS01000106', u'LZLX01000136', u'MIHB01000001', u'NCXP01000008', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	5.98481236248	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLE01000041/index.html	cluster-1	t3pks-t1pks	A9W95_10175	Mycobacterium sp. 1423905.2	Actinobacteria	False	False	1	1	0	0	1
Gyrase B	GyrB-R	MVHW01000011	2	4424	0	None	15	1	0.14	0.19	4.74406977828	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVHW01000011/index.html	cluster-1	t1pks	BST30_12060	Mycobacterium mantenii	Actinobacteria	False	False	1	0	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQPQ01000178	2	5548	5	[u'LZLF01000227', u'LZLM01000005', u'LZLS01000103', u'MAEM01000259', u'NCXP01000025']	25	1	0.73	0.0	10.8425760066	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPQ01000178/index.html	cluster-1	t1pks-nrps	AWC22_27290	Mycobacterium riyadhense	Actinobacteria	False	False	0	1	0	0	1
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	PLAJ01000073	1	8178	0	None	25	1	0.73	0.0	12.3409588544	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLAJ01000073/index.html	cluster-1	t1pks	ctg1_10	Mycobacterium sp. (peat metagenome)	Actinobacteria	False	False	0	0	0	0	1
Elongation factor Tu	EF-Tu	KL589842	1	5746	0	None	16	1	0.24	0.01	22.3547198598	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL589842/index.html	cluster-1	t1pks	ctg1_157	Streptomyces sp. NRRL S-15	Actinobacteria	False	False	0	0	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQPD01000112	1	5239	0	None	25	1	0.73	0.0	15.5404903959	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPD01000112/index.html	cluster-1	t1pks	AWC13_23110	Mycobacterium kubicae	Actinobacteria	False	False	0	0	0	0	1
Beta proteasome subunit	SalI_beta_proteasome	JAFQ01000004	3	2928	1	[u'KP830094']	8	1	0.43	0.02	4.49492723421	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAFQ01000004_6204886_7160143/index.html	cluster-1	t1pks-nrps	ctg1_121	Nocardia sp. BMG51109	Actinobacteria	False	True	1	1	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	AUKO01000040	1	301	0	None	49	1	0.32	0.0	12.4698224984	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUKO01000040/index.html	cluster-1	t2pks-t1pks-otherks	ctg1_11	Streptomyces sp. CNT360	Actinobacteria	False	False	1	0	0	0	0
Acetyl CoA carboxylase	AdmT_ACC	QMDO01000001	1	6777	0	None	49	2	0.32	0.0	8.40367595252	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QMDO01000001_1135332_1505440/index.html	cluster-1	transatpks-otherks-nrps	ctg1_172	Vallitalea guaymasensis	Firmicutes	False	False	0	0	0	1	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	LGDW01000119	3	95	1	[u'FNIE01000009']	19	1	0.3	0.0	18.6838655741	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGDW01000119/index.html	cluster-1	t1pks	ADL01_14795	Streptomyces sp. NRRL WC-3618	Actinobacteria	False	False	1	1	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LN929908	2	8413	2	[u'CP019882', u'NOZR01000005']	25	1	0.73	0.0	12.7534435832	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN929908_2377122_2678393/index.html	cluster-1	t1pks	ctg1_131	Mycobacterium sp. M26	Actinobacteria	False	False	0	1	0	0	1
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	AXAM01000058	2	1638	0	None	6	1	-0.07	0.81	10.5446247918	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AXAM01000058/index.html	cluster-1	t1pks-otherks	ctg1_12	Desulfosarcina sp. BuS5	Proteobacteria	False	False	1	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	FOQH01000007	2	1687	1	[u'FNMZ01000003']	49	1	0.32	0.0	10.9829200682	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOQH01000007/index.html	cluster-1	t1pks	SAMN05216258_107141	Albimonas pacifica	Proteobacteria	False	False	1	1	0	0	0
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	PACP01000019	2	3359	0	None	4	1	-0.03	0.96	9.19727303419	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PACP01000019/index.html	cluster-1	t1pks	CMN17_03935	Roseovarius sp. (marine metagenome)	Proteobacteria	False	False	1	0	1	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	BDGW01000065	1	8202	0	None	28	1	0.64	0.0	9.53690205946	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDGW01000065/index.html	cluster-1	butyrolactone-amglyccycl-transatpks-t1pks-otherks	ctg1_3	Streptomyces luteocolor	Actinobacteria	False	False	0	0	0	0	1
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	FN689524	2	1772	0	None	25	1	0.73	0.0	9.39555171734	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FN689524/index.html	cluster-1	nrps-transatpks-otherks	tmlM	Pseudoalteromonas sp. SANK 73390	Proteobacteria	True	False	1	0	0	0	1
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	NCXP01000025	2	9052	6	[u'LQPF01000043', u'LQPQ01000178', u'LQPW01000167', u'LZLM01000005', u'LZLS01000103', u'MAEM01000259']	25	1	0.73	0.0	10.2640971257	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NCXP01000025/index.html	cluster-1	t1pks-nrps	B8W66_17245	Mycobacterium decipiens	Actinobacteria	False	False	0	1	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	KB913024	0	5305	0	None	49	1	0.32	0.0	19.2585222158	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913024_3253825_3562672/index.html	cluster-2	t1pks-otherks	ctg1_130	Actinopolyspora mortivallis DSM 44261	Actinobacteria	False	False	0	0	0	0	0
Seryl-tRNA synthetase	seryl-tRNA_synthetase	JQLN01000002	3	2522	5	[u'AP010968', u'CM003601', u'FNIE01000009', u'MTKC01000003', u'OAOJ01000001']	19	1	0.3	0.0	19.0835202619	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JQLN01000002/index.html	cluster-1	t1pks	ctg1_201	Kitasatospora mediocidica KCTC 9733	Actinobacteria	False	False	1	1	1	0	0
Elongation factor Tu	EF-Tu	MIET01000074	1	9835	0	None	16	1	0.24	0.01	14.7019186964	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MIET01000074/index.html	cluster-1	t1pks-nrps	BGP78_22080	Pseudoalteromonas sp. MSK9-3	Proteobacteria	False	False	0	0	1	0	0
Gyrase B	GyrB-R	CDLW01000001	2	5027	0	None	15	2	0.14	0.19	15.5392061999	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLW01000001_2475557_2776834/index.html	cluster-1	t1pks	ctg1_105	Ralstonia solanacearum	Proteobacteria	False	False	0	0	1	1	0
Threonyl-tRNA synthetase	borI_Thr-tRNA-syn	KQ947475	2	6592	0	None	6	2	-0.07	0.81	4.40388906645	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ947475_3088734_3422040/index.html	cluster-1	t1pks-nrps	ctg1_116	Vibrio sp. MEBiC08052	Proteobacteria	False	False	0	0	1	1	0
Acetyl CoA carboxylase	AdmT_ACC	PEFS01000001	2	2464	1	[u'CP026304']	49	1	0.32	0.0	18.5383849404	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PEFS01000001_1686740_2018177/index.html	cluster-1	t2pks-lantipeptide-t1pks	ctg1_127	Streptomyces sp. CNZ279	Actinobacteria	False	False	1	1	0	0	0
Gyrase B	GyrB-R	DINI01000028	1	8439	0	None	15	0	0.14	0.19	11.3309088412	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DINI01000028/index.html	cluster-1	t1pks-nrps	ctg1_6	Flavobacteriaceae bacterium UBA5544 (wastewater metagenome)	Bacteroidetes	False	False	0	0	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	LQPW01000167	2	7132	2	[u'LQPF01000043', u'NCXP01000025']	25	1	0.73	0.0	12.7637375021	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPW01000167/index.html	cluster-2	t1pks-nrps	AWC27_12985	Mycobacterium szulgai	Actinobacteria	False	False	0	1	0	0	1
Elongation factor Tu	EF-Tu	MLCE01000037	1	9850	0	None	16	1	0.24	0.01	23.3855189517	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLCE01000037/index.html	cluster-1	terpene-t1pks	BKI49_33245	Streptomyces sp. Tue6028	Actinobacteria	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	MLCE01000002	1	342	0	None	49	1	0.32	0.0	16.5750270184	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLCE01000002/index.html	cluster-2	t2pks-t1pks-otherks	BKI49_01700	Streptomyces sp. Tue6028	Actinobacteria	False	False	1	0	0	0	0
Acetyl CoA carboxylase	AdmT_ACC	FNMZ01000003	1	8798	1	[u'FOQH01000007']	49	1	0.32	0.0	10.6958363439	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNMZ01000003/index.html	cluster-2	t1pks	SAMN05444336_103467	Albimonas donghaensis	Proteobacteria	False	False	0	1	0	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	MIHB01000001	3	4527	14	[u'CP017593', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LT841359', u'LZHV01000055', u'LZJH01000077', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'NCXP01000008', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	6.19550879951	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MIHB01000001/index.html	cluster-1	t3pks-t1pks	ctg1_137	Mycobacterium intermedium	Actinobacteria	False	False	1	1	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	CP009438	1	9025	2	[u'CP011340', u'JODC01000026']	49	1	0.32	0.0	17.4414012648	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP009438/index.html	cluster-8	t1pks-otherks	SGLAU_07165	Streptomyces glaucescens	Actinobacteria	False	False	0	1	0	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	LZLX01000136	3	4458	15	[u'CP008971', u'CP017593', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LT841359', u'LZHV01000055', u'LZJH01000077', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'MIHB01000001', u'NCXP01000008', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	5.98438950231	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLX01000136/index.html	cluster-1	t3pks-t1pks	A5656_19145	Mycobacterium gordonae	Actinobacteria	False	False	1	1	0	0	1
Elongation factor Tu	EF-Tu	JOCB01000044	2	5359	3	[u'CP022433', u'NZ_LBDA02000011', u'QTUG01000001']	16	1	0.24	0.01	13.67720351	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOCB01000044/index.html	cluster-1	t1pks-otherks	ctg1_27	Streptomyces sp. NRRL S-31	Actinobacteria	False	False	0	1	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	PKEK01000063	2	4422	0	None	25	1	0.73	0.0	13.1189185712	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PKEK01000063/index.html	cluster-1	t1pks	ctg1_62	Mycobacterium sp. (marine metagenome)	Actinobacteria	False	False	1	0	0	0	1
Seryl-tRNA synthetase	seryl-tRNA_synthetase	CP005386	1	9918	0	None	19	0	0.3	0.0	9.67358349698	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP005386/index.html	cluster-1	t1pks-nrps	ctg1_239	Mycobacterium tuberculosis CAS/NITR204	Actinobacteria	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	FRDL01000004	1	1443	0	None	49	1	0.32	0.0	10.9163772078	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FRDL01000004/index.html	cluster-3	t1pks	SAMN05216200_104205	Oceanicella actignis	Proteobacteria	False	False	1	0	0	0	0
Acetyl CoA carboxylase	AdmT_ACC	LZZM01000245	1	2110	0	None	49	1	0.32	0.0	11.8173674979	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZZM01000245/index.html	cluster-1	t1pks-nrps	CLPUN_53200	Clostridium puniceum	Firmicutes	False	False	1	0	0	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	CP008971	3	4607	5	[u'CP017593', u'KK338939', u'LZJH01000077', u'LZLX01000136', u'PEDJ01000075']	28	1	0.64	0.0	15.3842677906	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008971_1105311_1412049/index.html	cluster-1	t3pks-t1pks	ctg1_158	Mycobacterium tuberculosis	Actinobacteria	False	False	1	1	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	KK211308	0	7021	0	None	49	1	0.32	0.0	16.5310822006	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK211308/index.html	cluster-1	sactipeptide-nrps-t1pks-ladderane	ctg1_27	Butyrivibrio sp. LB2008	Firmicutes	False	False	0	0	0	0	0
Acetyl CoA carboxylase	AdmT_ACC	CP015756	1	5935	0	None	49	2	0.32	0.0	17.6343677999	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015756_2287592_2593534/index.html	cluster-1	t1pks-nrps	ctg1_139	Clostridium estertheticum subsp. estertheticum	Firmicutes	False	False	0	0	0	1	0
Gyrase B	GyrB-R	KL570843	1	9184	0	None	15	1	0.14	0.19	10.3054510983	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL570843/index.html	cluster-1	t1pks-nrps	ctg1_21	Goodfellowiella coeruleoviolacea	Actinobacteria	False	False	0	0	1	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	LZJH01000077	3	4641	15	[u'CP008971', u'CP017593', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LT841359', u'LZHV01000055', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MIHB01000001', u'NCXP01000008', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	6.01571032127	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJH01000077/index.html	cluster-1	t3pks-t1pks	A5696_05635	Mycobacterium sp. E2699	Actinobacteria	False	False	1	1	0	0	1
Ornitine carbamoyl transferase	ArgK_OTCase	LZKS01000106	3	4580	14	[u'CP017593', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LT841359', u'LZHV01000055', u'LZJH01000077', u'LZKE01000216', u'LZLE01000041', u'LZLX01000136', u'MIHB01000001', u'NCXP01000008', u'NKRB01000001', u'PEDJ01000075']	28	1	0.64	0.0	6.52559048285	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKS01000106/index.html	cluster-2	t3pks-t1pks	A5661_28340	Mycobacterium asiaticum	Actinobacteria	False	False	1	1	0	0	1
Acetyl CoA carboxylase	AdmT_ACC	LIPP01000032	2	297	1	[u'KP710956']	49	1	0.32	0.0	14.3871405733	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPP01000032/index.html	cluster-2	t2pks-t1pks-otherks	ctg1_62	Streptomyces aurantiacus	Actinobacteria	False	False	1	1	0	0	0
Enoyl-[acyl-carrier-protein] reductase [NADH] (FabI)	BatG_FabI	JXDG01000003	0	5648	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JXDG01000003/index.html	cluster-1	transatpks-otherks-nrps	UCMB321_0380	Pseudomonas batumici	Proteobacteria	True	False	0	0	0	0	0
Ornitine carbamoyl transferase	ArgK_OTCase	JAGZ01000001	3	4464	11	[u'CP017593', u'KK338939', u'LQPF01000100', u'LT841359', u'LZHV01000055', u'LZJH01000077', u'LZKE01000216', u'LZKS01000106', u'LZLX01000136', u'MIHB01000001', u'NKRB01000001']	28	1	0.64	0.0	8.08045581411	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAGZ01000001/index.html	cluster-1	t3pks-t1pks	ctg1_37	Mycobacterium genavense ATCC 51234	Actinobacteria	False	False	1	1	0	0	1
Gyrase B	GyrB-R	CP003943	1	9199	0	None	15	1	0.14	0.19	7.19984541193	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003943_2982153_3289988/index.html	cluster-1	t1pks-nrps	ctg1_118	Calothrix sp. PCC 7507	Cyanobacteria	False	False	0	0	1	0	0
Isoleucyl tRNA synthetase	mupM_Ile-tRNA-syn	AQQC01000053	1	8151	0	None	25	1	0.73	0.0	13.2831888306	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AQQC01000053/index.html	cluster-1	t1pks	ctg1_26	Mycobacterium tuberculosis EAI/OSDD271	Actinobacteria	False	False	0	0	0	0	1
Seryl-tRNA synthetase	seryl-tRNA_synthetase	FTNT01000013	1	9818	0	None	19	0	0.3	0.0	9.3120790756	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FTNT01000013/index.html	cluster-1	t1pks	SAMN05445060_3722	Williamsia sterculiae	Actinobacteria	False	False	0	0	1	0	0
DNA polymerase sliding clamp	GriR_DnaN	LZKU01000124	3	8180	1	[u'LZIX01000058']	3	1	1.0	0.0	4.7880843582	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKU01000124/index.html	cluster-1	t1pks-nrps	A5625_01755	Mycobacterium sp. 1465703.0	Actinobacteria	False	False	0	1	1	0	1
3-oxoacyl-[acyl-carrier-protein] synthase 1 (FabB/F)	PtmP3_FabB-F	LN879412	3	403	0	None	9	1	0.94	0.0	2.51029079733	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LN879412/index.html	cluster-1	t1pks-nrps	tlmF1	Lentzea sp. ATCC 31319	Actinobacteria	True	False	1	0	1	0	1
Tryptophanyl-tRNA synthase	Ind0_Trp-tRNA-syn	MEES01000014	1	8851	0	None	4	1	-0.03	0.96	10.9313617117	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEES01000014/index.html	cluster-1	t1pks	ABS73_06225	Paracoccus sp. SCN 68-21 (bioreactor metagenome)	Proteobacteria	False	False	0	0	1	0	0
Acetyl CoA carboxylase	AdmT_ACC	OFLW01000124	1	2840	0	None	49	1	0.32	0.0	8.53366008481	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/OFLW01000124/index.html	cluster-1	transatpks-nrps	ctg1_9	metagenome	metagenomes	False	False	1	0	0	0	0
Gyrase B	GyrB-R	LGJF01000001	2	6039	0	None	15	2	0.14	0.19	5.030290116	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGJF01000001_890531_1550389/index.html	cluster-2	transatpks-nrps	ctg1_413	Bacillus sp. FJAT-27238	Firmicutes	False	False	0	0	1	1	0
Elongation factor Tu	EF-Tu	UHIQ01000001	1	9110	0	None	16	1	0.24	0.01	24.5248229672	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UHIQ01000001_2687606_3019550/index.html	cluster-1	t1pks	ctg1_150	Tsukamurella paurometabola	Actinobacteria	False	False	0	0	1	0	0
Elongation factor Tu	EF-Tu	PHAG01000006	2	3135	0	None	16	1	0.24	0.01	23.598720821	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHAG01000006/index.html	cluster-2	transatpks	CVU84_08505	Firmicutes bacterium HGW-Firmicutes-1 (groundwater metagenome)	Firmicutes	False	False	1	0	1	0	0
Leucil-tRNA synthase	agnB2_Leu-tRNA-syn	LIPD01000001	1	9584	0	None	6	1	-0.22	0.42	5.14882207667	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPD01000001/index.html	cluster-1	t1pks	AMK13_00550	Streptomyces sp. CB02056	Actinobacteria	False	False	0	0	1	0	0
