target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	CP022433	3	9940	3	[u'JOCB01000044', u'NZ_LBDA02000011', u'QTUG01000001']	14	3	0.5	0.08	13.207780725	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP022433/index.html	cluster-4	t1pks-otherks	LK07_04170	Streptomyces pluripotens	Actinobacteria	False	False	0	1	1	1	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NOZK01000025	2	4129	0	None	56	1	0.63	0.0	13.6363420764	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOZK01000025/index.html	cluster-3	t1pks	CH269_21390	Rhodococcus sp. 05-2254-1	Actinobacteria	False	False	1	0	0	0	1
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	JYNU01000014	1	9957	0	None	20	1	0.18	0.23	13.0127281202	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JYNU01000014/index.html	cluster-1	t1pks	MOBUDSM44075_02640	Mycolicibacterium obuense	Actinobacteria	False	False	0	0	1	0	0
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	LRRR01000003	2	7223	1	[u'QEYD01000001']	6	1	1.0	nan	5.61502445609	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LRRR01000003/index.html	cluster-1	t1pks	ctg1_124	Rhodobacter sp. CCB-MM2	Proteobacteria	False	False	0	1	1	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	BFBZ01000002	1	9813	0	None	24	2	0.42	0.0	17.2988861212	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BFBZ01000002/index.html	cluster-1	t1pks	ctg1_556	symbiont metagenome	metagenomes	False	False	0	0	0	1	0
Alanyl-tRNA synthetase	DEG10180418	CP009286	2	5174	0	None	10	1	0.88	0.0	2.75976156383	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009286_1677912_1983850/index.html	cluster-1	t1pks-nrps	ctg1_131	Paenibacillus stellifer	Firmicutes	False	False	0	0	1	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	AUKW01000003	2	551	0	None	40	4	0.33	0.0	17.8309140319	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUKW01000003/index.html	cluster-1	transatpks-terpene-otherks-nrps	ctg1_352	Streptomyces sp. TAA204	Actinobacteria	False	False	1	0	0	1	0
Na(+)-translocating NADH-quinone reductase subunit F	sp_Q56584_NQRF_VIBAL	MDGR01000007	3	3414	1	[u'FRAA01000010']	2	1	nan	nan	7.2617896659	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MDGR01000007_2749470_3509353/index.html	cluster-2	t1pks	ctg1_484	Reichenbachiella sp. 5M10	Bacteroidetes	False	False	1	1	1	0	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	CP016077	1	7273	0	None	29	3	0.49	0.0	13.9849977346	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016077_3606567_4596269/index.html	cluster-3	bacteriocin-t1pks-nrps	ctg1_355	Actinoalloteichus sp. GBA129-24	Actinobacteria	False	False	0	0	0	1	0
Arginyl-tRNA synthetase	DEG10180318	NZ_QKYN01000035	2	3961	0	None	6	0	0.8	0.2	5.2480703304	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QKYN01000035/index.html	cluster-1	t1pks	DN069_RS08895	Streptacidiphilus pinicola	Actinobacteria	False	False	1	0	1	0	0
Cysteinyl-tRNA synthetase	DEG10180099	NZ_PJMP01000001	1	7941	0	None	8	0	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_PJMP01000001/index.html	cluster-13	t1pks-nrps	ctg1_2734	Plantactinospora sp. CNZ320	Actinobacteria	False	False	0	0	1	0	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	CP000850	3	4802	1	[u'KB913032']	29	4	0.49	0.0	13.5592601868	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000850_5469726_5771003/index.html	cluster-2	t1pks-terpene	ctg1_117	Salinispora arenicola CNS-205	Actinobacteria	False	False	1	1	0	1	0
Cytochrome bd-I ubiquinol oxidase subunit 1	sp_P0ABJ9_CYDA_ECOLI	CP009962	1	9744	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP009962_1714580_2199612/index.html	cluster-2	transatpks-nrps	ctg1_287	Collimonas arenae	Proteobacteria	False	False	0	0	1	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LMTQ02000032	3	4388	1	[u'MUBL01000293']	26	1	0.55	0.0	13.5660185337	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMTQ02000032/index.html	cluster-1	t1pks-nrps	APS67_004888	Streptomyces sp. AVP053U2	Actinobacteria	False	False	1	1	0	0	1
Biosynthetic peptidoglycan transglycosylase	sp_P46022_MTGA_ECOLI	PUEV01000049	2	5726	1	[u'JRMK01000050']	2	0	nan	nan	1.28003712843	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PUEV01000049/index.html	cluster-1	t1pks-nrps	C5U48_09945	Mycolicibacter virginiensis	Actinobacteria	False	False	0	1	1	0	0
ATP-dependent Clp protease ATP-binding subunit ClpX	sp_P0A6H1_CLPX_ECOLI	OESG01000011	3	4600	2	[u'CP003078', u'CVTA01000003']	5	1	0.0	1.0	9.74998585893	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OESG01000011/index.html	cluster-1	t1pks-nrps	ctg1_372	Mycobacterium sp. 3519A	Actinobacteria	False	False	1	1	1	0	0
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	NZ_LBDA02000011	3	4007	3	[u'CP022433', u'JOCB01000044', u'QTUG01000001']	14	0	0.5	0.08	4.49775575705	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LBDA02000011/index.html	cluster-1	t1pks-otherks	VT52_RS05855	Streptomyces malaysiense	Actinobacteria	False	False	1	1	1	0	0
Glutamine synthetase	sp_P9WN39_GLN1B_MYCTU	ABOX02000021	1	9928	0	None	8	1	0.8	0.2	2.8497815396	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ABOX02000021/index.html	cluster-1	t1pks-nrps	Cflav_PD3058	Pedosphaera parvula Ellin514	Verrucomicrobia	False	False	0	0	1	0	0
Alanyl-tRNA synthetase	DEG10180418	QVPD01000007	2	7730	0	None	10	1	0.88	0.0	3.68280738336	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVPD01000007/index.html	cluster-1	t1pks-nrps	D0Y53_07965	Lysobacter sp. WF-2	Proteobacteria	False	False	0	0	1	0	1
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	sp_P17443_MURG_ECOLI	NZ_QPJT01000010	2	4092	0	None	7	0	0.52	0.15	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QPJT01000010/index.html	cluster-2	transatpks	DFR58_RS10060	Anaerobacterium chartisolvens	Firmicutes	False	False	1	0	1	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JODN01000004	3	2379	1	[u'JOJM01000031']	26	1	0.55	0.0	12.2223296348	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODN01000004/index.html	cluster-3	t1pks	ctg1_183	Streptomyces ruber	Actinobacteria	False	False	1	1	0	0	1
30S ribosomal protein S14	DEG10180498	MTQP01000058	2	3883	0	None	13	1	-0.03	0.9	17.5334133654	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTQP01000058/index.html	cluster-1	otherks-t1pks-nrps	ALI22I_17340	Saccharothrix sp. ALI-22-I	Actinobacteria	False	False	1	0	1	0	0
DNA-directed RNA polymerase subunit alpha	sp_P0A7Z4_RPOA_ECOLI	NNBP01000055	1	3803	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NNBP01000055/index.html	cluster-1	t1pks	CG747_44550	Streptomyces sp. CB02959	Actinobacteria	False	False	1	0	0	0	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	FZPS01000072	4	4413	0	None	16	4	0.79	0.0	11.8594009758	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FZPS01000072/index.html	cluster-1	t1pks	ctg1_3718	metagenome	metagenomes	False	False	1	0	1	1	1
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	CP025429	2	2588	0	None	6	1	1.0	nan	4.54911124732	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025429_2977483_3804269/index.html	cluster-3	transatpks-otherks	ctg1_511	Chromobacterium sp. ATCC 53434	Proteobacteria	False	False	1	0	1	0	0
Protein translocase subunit SecA	sp_P10408_SECA_ECOLI	JPLW01000001	1	8489	0	None	4	1	nan	nan	8.85371489105	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPLW01000001_0_173188/index.html	cluster-1	t1pks-nrps	ctg1_8	Amycolatopsis sp. MJM2582	Actinobacteria	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	QOLA01000016	2	5978	1	[u'LGDD01000290']	56	1	0.63	0.0	0.281790097687	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QOLA01000016/index.html	cluster-1	t1pks-nrps	DT019_27640	Streptomyces sp. SDr-06	Actinobacteria	False	False	0	1	0	0	1
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	MVPW01000003	1	9738	0	None	20	1	0.18	0.23	11.2828461329	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVPW01000003/index.html	cluster-1	transatpks	ctg1_158	Bacillus subtilis	Firmicutes	False	False	0	0	1	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	BBYF01000002	3	8818	0	None	17	2	0.56	0.0	11.2790809337	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBYF01000002/index.html	cluster-1	transatpks-otherks	PBN151_1488	Paenibacillus sp. NAIST15-1	Firmicutes	False	False	0	0	1	1	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LT629775	1	5322	0	None	72	19	0.39	0.0	9.92263984238	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT629775/index.html	cluster-1	t1pks	SAMN05216371_6745	Streptomyces sp. TLI_053	Actinobacteria	False	False	0	0	0	1	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	NZ_QEIO01000009	2	6561	0	None	17	0	0.56	0.0	4.90967531499	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QEIO01000009/index.html	cluster-1	t1pks	DEF28_RS02905	Marinateneraspora sediminis	Actinobacteria	False	False	0	0	1	0	1
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	HG328253	2	3233	0	None	12	1	0.71	0.07	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/HG328253_61509_362777/index.html	cluster-1	transatpks-nrps	ctg1_138	Bacillus velezensis UCMB5033	Firmicutes	False	False	1	0	1	0	0
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	RBAM01000014	1	8094	0	None	14	1	0.5	0.08	1.9986280868	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBAM01000014/index.html	cluster-1	t1pks-nrps	D7231_28145	Streptomyces klenkii	Actinobacteria	False	False	0	0	1	0	0
1,4-dihydroxy-2-naphthoyl-CoA synthase	sp_P0ABU0_MENB_ECOLI	BDJC01000003	2	3564	0	None	8	1	0.37	0.47	13.3565312862	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDJC01000003/index.html	cluster-1	t3pks-t1pks-nrps	ctg1_28	Streptomyces sp. JHA26	Actinobacteria	False	False	1	0	1	0	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	MJAO01000002	1	7314	0	None	19	1	-0.08	0.71	15.19534301	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MJAO01000002/index.html	cluster-1	transatpks-t1pks-otherks	BHU62_02360	Serratia marcescens	Proteobacteria	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LZLX01000136	2	5377	16	[u'CP008963', u'CP022927', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LQPJ01000141', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	11.6534303433	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLX01000136/index.html	cluster-1	t3pks-t1pks	A5656_19140	Mycobacterium gordonae	Actinobacteria	False	False	0	1	0	0	1
Cysteinyl-tRNA synthetase	DEG10180099	LOUY01000052	2	3757	0	None	8	1	nan	nan	3.07908962517	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOUY01000052/index.html	cluster-1	transatpks-nrps	WI72_03005	Burkholderia ubonensis	Proteobacteria	False	False	1	0	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	CP000854	2	9436	0	None	20	3	0.18	0.23	29.9018129822	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000854_3510645_3922709/index.html	cluster-3	t1pks-nrps	ctg1_206	Mycobacterium marinum M	Actinobacteria	False	False	0	0	1	1	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	KB235903	1	6705	0	None	23	3	0.35	0.0	6.37555384216	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB235903_728992_1119206/index.html	cluster-1	t1pks-resorcinol	ctg1_131	Kamptonema formosum PCC 6407 (Oscillatoria formosa PCC 6407)	Cyanobacteria	False	False	0	0	0	1	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	KY646190	1	1788	0	None	40	1	0.33	0.0	10.5402589817	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KY646190/index.html	cluster-1	transatpks-t1pks-otherks	ripG	Sorangium cellulosum	Proteobacteria	False	False	1	0	0	0	0
Cytochrome bd-I ubiquinol oxidase subunit 1	sp_P0ABJ9_CYDA_ECOLI	ATVH01000014	1	7380	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ATVH01000014/index.html	cluster-1	t1pks-nrps	ctg1_486	Fodinicurvata sediminis DSM 21159	Proteobacteria	False	False	0	0	1	0	0
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	QJSQ01000029	4	1	8	[u'ABYL01000055', u'CP009435', u'FNCJ01000011', u'FUZW01000002', u'LAVN01000003', u'LGRC01000036', u'LOWB01000076', u'MUSL01000063']	15	1	0.75	0.0	8.95356204808	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QJSQ01000029/index.html	cluster-1	t1pks	C7410_12920	Paraburkholderia silvatlantica	Proteobacteria	False	False	1	1	1	0	1
50S ribosomal protein L4	DEG10180505	PHAG01000006	0	7624	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHAG01000006/index.html	cluster-2	transatpks	CVU84_08560	Firmicutes bacterium HGW-Firmicutes-1 (groundwater metagenome)	Firmicutes	False	False	0	0	0	0	0
30S ribosomal protein S20	DEG10180004	LZSZ01000063	2	6402	7	[u'BFAB01000003', u'JAGZ01000003', u'LZLQ01000015', u'LZLS01000197', u'LZLV01000004', u'LZSE01000029', u'NKRI01000002']	8	1	0.22	0.27	3.64351734716	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZSZ01000063/index.html	cluster-2	t1pks	A5781_18040	Mycobacterium sp. 852002-30065_SCH5024008	Actinobacteria	False	False	0	1	1	0	0
30S ribosomal protein S5	DEG10180494	CP015772	0	8791	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015772/index.html	cluster-1	t1pks-nrps	A8C56_05005	Niabella ginsenosidivorans	Bacteroidetes	False	False	0	0	0	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	LIVZ01000003	1	2967	0	None	40	1	0.33	0.0	10.3285019905	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIVZ01000003/index.html	cluster-3	t1pks	AMK31_08020	Streptomyces sp. TSRI0107	Actinobacteria	False	False	1	0	0	0	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	BAGN01000064	1	6706	0	None	19	1	-0.08	0.71	4.43679269491	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAGN01000064/index.html	cluster-1	t1pks	ctg1_21	Nocardia vinacea NBRC 16497	Actinobacteria	False	False	0	0	1	0	0
Lon protease	sp_P0A9M0_LON_ECOLI	PDZT01000002	3	1974	0	None	7	2	0.2	0.8	5.56988391145	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDZT01000002/index.html	cluster-1	t1pks-nrps	ctg1_30	Deltaproteobacteria bacterium YD0425bin50 (sediment metagenome)	Proteobacteria	False	False	1	0	1	1	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LQIS01000012	3	485	2	[u'LZJE01000123', u'LZMD01000070']	21	1	0.82	0.0	4.48525823275	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIS01000012/index.html	cluster-2	t1pks	AU193_17720	Mycobacterium sp. GA-1285	Actinobacteria	False	False	1	1	0	0	1
Phenylalanine-tRNA ligase beta subunit	sp_P07395_SYFB_ECOLI	KB913032	2	5261	0	None	5	3	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913032_279570_639178/index.html	cluster-2	t1pks	ctg1_178	Amycolatopsis alba DSM 44262	Actinobacteria	False	False	0	0	1	1	0
Glutamyl-tRNA synthetase	DEG10180366	PJMX01000001	2	5555	0	None	11	2	0.01	0.99	2.88259958071	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PJMX01000001_925936_1821831/index.html	cluster-1	amglyccycl-t1pks	ctg1_161	Streptomyces sp. TLI_146	Actinobacteria	False	False	0	0	1	1	0
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	sp_P17443_MURG_ECOLI	MKKC01000062	1	8662	0	None	7	1	0.52	0.15	16.5842063887	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MKKC01000062/index.html	cluster-1	t1pks-nrps	BJF83_11635	Nocardiopsis sp. CNR-923	Actinobacteria	False	False	0	0	1	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	FNSB01000002	1	8151	0	None	26	1	0.55	0.0	15.0888108299	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSB01000002_1250612_1551889/index.html	cluster-2	t1pks-lassopeptide	ctg1_98	Streptomyces sp. 2224.1	Actinobacteria	False	False	0	0	0	0	1
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	JOJB01000001	1	9946	0	None	19	1	-0.08	0.71	11.3873638251	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOJB01000001/index.html	cluster-2	t1pks-nrps	ctg1_298	Streptomyces sp. NRRL S-475	Actinobacteria	False	False	0	0	1	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	LYXA01000001	0	9674	0	None	40	1	0.33	0.0	13.2528548514	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LYXA01000001_1036498_1570934/index.html	cluster-3	t1pks	ctg1_275	Cylindrospermopsis raciborskii CS-505	Cyanobacteria	False	False	0	0	0	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	PHSN01000001	1	8861	0	None	56	1	0.63	0.0	12.9339646746	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHSN01000001/index.html	cluster-1	t1pks-nrps	ctg1_3	Defluviimonas sp. MS2-2	Proteobacteria	False	False	0	0	0	0	1
Glutamine synthetase	sp_P9WN39_GLN1B_MYCTU	PLSK01000244	3	4605	0	None	8	2	0.8	0.2	5.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLSK01000244/index.html	cluster-1	t1pks	ctg1_11	Mycobacterium sp. (peat metagenome)	Actinobacteria	False	False	1	0	1	1	0
Phenylalanine-tRNA ligase beta subunit	sp_P07395_SYFB_ECOLI	LQPF01000175	2	3026	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPF01000175/index.html	cluster-1	t1pks-resorcinol	AWC15_09180	Mycobacterium lacus	Actinobacteria	False	False	1	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LIQU01000122	2	2732	0	None	56	1	0.63	0.0	24.2157435543	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIQU01000122/index.html	cluster-1	t1pks	ctg1_10	Streptomyces kanamyceticus	Actinobacteria	False	False	1	0	0	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LAKD02000096	2	3016	0	None	56	1	0.63	0.0	11.8277517218	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LAKD02000096/index.html	cluster-1	t1pks	VT50_0229220	Streptomyces antioxidans	Actinobacteria	False	False	1	0	0	0	1
30S ribosomal protein S15	DEG10180470	CP002059	1	7387	0	None	3	1	nan	nan	5.2876554641	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP002059/index.html	cluster-1	t1pks-otherks	Aazo_3907	'Nostoc azollae' 0708	Cyanobacteria	False	False	0	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP000781	1	9287	0	None	72	18	0.39	0.0	6.27934471486	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000781_255524_556795/index.html	cluster-1	t1pks	ctg1_125	Xanthobacter autotrophicus Py2	Proteobacteria	False	False	0	0	0	1	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	KQ257755	3	708	1	[u'CP030862']	24	2	0.42	0.0	18.9250541004	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ257755_5287305_5696430/index.html	cluster-1	t1pks-nrps	ctg1_142	Streptomyces aureofaciens	Actinobacteria	False	False	1	1	0	1	0
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	MEFP01000012	2	2079	0	None	12	1	0.71	0.07	8.4148234006	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEFP01000012/index.html	cluster-1	t1pks-nrps	ABS97_12210	Xanthomonadaceae bacterium SCN 69-320 (bioreactor metagenome)	Proteobacteria	False	False	1	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LZLE01000041	2	5438	14	[u'CP022927', u'LQOK01000037', u'LQPF01000100', u'LQPJ01000141', u'LZKE01000216', u'LZKS01000106', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	10.5886800707	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZLE01000041/index.html	cluster-1	t3pks-t1pks	A9W95_10170	Mycobacterium sp. 1423905.2	Actinobacteria	False	False	0	1	0	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	BA000045	2	363	0	None	40	2	0.33	0.0	7.48633221583	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BA000045/index.html	cluster-5	butyrolactone-t2pks-t1pks-otherks	glr2846	Gloeobacter violaceus PCC 7421	Cyanobacteria	False	False	1	0	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	FUWR01000013	1	4441	0	None	72	1	0.39	0.0	11.1793639221	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FUWR01000013/index.html	cluster-1	t1pks	SAMN02745119_02384	Geobacter thiogenes	Proteobacteria	False	False	1	0	0	0	0
Glycyl-tRNA synthetase beta chain	DEG10180529	DIAM01000021	1	6152	0	None	4	1	nan	nan	7.2569188024	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DIAM01000021/index.html	cluster-1	t1pks-nrps	ctg1_517	Gammaproteobacteria bacterium UBA5078 (marine metagenome)	Proteobacteria	False	False	0	0	1	0	0
Putative lysyl-tRNA synthetase	DEG10180586	CP012159	2	5669	0	None	2	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP012159/index.html	cluster-1	t1pks-nrps	CMC5_036360	Chondromyces crocatus	Proteobacteria	False	False	0	0	1	1	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	KL591914	1	4725	0	None	24	1	0.42	0.0	43.9034193841	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL591914/index.html	cluster-1	t1pks-nrps	ctg1_14	Streptomyces sp. NRRL F-4835	Actinobacteria	False	False	1	0	0	0	0
Glutamyl-tRNA synthetase	DEG10180366	MGYQ01000053	1	5272	0	None	11	1	0.01	0.99	10.3687782346	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGYQ01000053/index.html	cluster-1	t1pks	A3J35_07680	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_52_10 (subsurface metagenome)	Proteobacteria	False	False	0	0	1	0	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	KN323042	3	3544	1	[u'LPMZ01000141']	29	3	0.49	0.0	5.22825749042	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KN323042_2793456_3012579/index.html	cluster-2	transatpks-t1pks-nrps	ctg1_116	Burkholderia pseudomallei MSHR4000	Proteobacteria	False	False	1	1	0	1	0
